"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Date",1,717,NA,NA,NA,NA,NA,Inf,-Inf,-Inf,NA,NA,NA,NA,NA
"Cases",2,717,418102.0027894,313206.855604569,431271,393373.32,403843.9314,1,1224028,1224027,0.599320528677291,-0.314749444512417,11696.9243652457,152369,679796
"Deaths",3,717,8710.23152022315,4611.00682808754,9647,8821.40173913044,6081.6252,0,16557,16557,-0.126265593187785,-1.10391042269876,172.20120553129,5035,12359
"DailyCases",4,717,1707.1520223152,3794.42102597849,623,959.038260869565,923.6598,-879,60797,61676,7.83658046770553,94.4344604619532,141.705249922125,210,1643
"Cases_ma",5,711,1716.91681735986,2399.79432852648,723.714285714286,1159.07054983681,542.4198,14.7142857142857,15428,15413.2857142857,3.20535038098415,11.4488867569348,89.999318791201,452.214285714286,2062.57142857143
"DailyDeaths",6,717,23.092050209205,24.9493880055649,16,19.3269565217391,23.7216,0,223,223,2.02841556288714,7.79344807501426,0.931751969148158,5,35
"Deaths_ma",7,711,23.124773960217,16.0211976995639,18.7142857142857,21.4343459703741,16.944,0.285714285714286,66,65.7142857142857,0.757633287537009,-0.395636526865339,0.60084185633744,10,34.2857142857143
