"",".model","HighwayClass",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1","P"
"1","arima_sdif",20,"Test",-2.02027651871895,2.46349794594967,2.138316620101,-1.71490045318859,1.82005823555649,NA,NA,0.612217750292969,0.15
"2","tslm_base",20,"Test",-1.71567529585797,2.71169356196783,2.4098801775148,-1.42395022957898,2.07814883118728,NA,NA,0.931413107179062,0.15
"3","arima_full",20,"Test",0.669019244321105,3.02857872158347,2.92278257173839,0.565780062677378,2.54121467435622,NA,NA,0.878786489618975,0.15
"4","tslm_vars",20,"Test",-2.36241493980219,3.18349280059503,2.54871257411305,-1.98967207246741,2.16860842716286,NA,NA,0.280748562168742,0.15
"5","tslm_inter",20,"Test",-4.70505786781515,5.50264290354723,5.13304750976117,-4.08134940638293,4.43983644119909,NA,NA,0.0909001705389155,0.15
"6","snaive",20,"Test",-8.87740384615392,10.3942352166788,9.22019230769237,-7.59102987479402,7.915844582184,NA,NA,0.927920903473454,0.15
"7","arima_plain",20,"Test",8.58546045125923,10.7287604973082,8.63410593931954,7.73244329054232,7.77054302484253,NA,NA,0.927274740869579,0.15
"8","nn_vars",20,"Test",-8.22236502349706,10.8478157414484,8.62070570374085,-7.74135040612592,8.03028022848762,NA,NA,0.30610260541551,0.15
"9","nn_base",20,"Test",-15.0443382859907,17.0705465777816,15.2087204906529,-13.7390818578524,13.8521832912228,NA,NA,0.381018086836765,0.15
"10","naive",20,"Test",-27.4686298076921,29.7585540637298,27.5888221153844,-25.0307435751864,25.1134406183854,NA,NA,0.507687703847418,0.15
"11","drift",20,"Test",-29.5516914335661,31.9024536017027,29.646480550699,-26.8936586003293,26.9588772475526,NA,NA,0.544045889996889,0.15
