"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Date",1,949,NA,NA,NA,NA,NA,Inf,-Inf,-Inf,NA,NA,NA,NA,NA
"Cases",2,949,638374.505795574,475408.256085272,479521,618388.164257556,479815.3206,1,1459031,1459030,0.351934474321198,-1.27092289229981,15432.4050409106,187720,1219464
"Deaths",3,949,10845.0937829294,5494.7241942752,10723,11142.0170827858,7444.1346,0,18130,18130,-0.292739237325586,-1.18571643264568,178.366295218349,5926,16400
"DailyCases",4,949,1537.44046364594,3367.21191618341,588,909.487516425756,871.7688,-879,60797,61676,8.61726733489337,117.440941072387,109.304324197101,74,1728
"Cases_ma",5,943,1546.11180124224,2140.14401753683,740.285714285714,1083.88703878903,629.6814,14.7142857142857,15428,15413.2857142857,3.61371617859322,15.3631072886708,69.6926780220271,436.857142857143,1900
"DailyDeaths",6,949,19.104320337197,23.2049361902479,11,15.042049934297,16.3086,0,223,223,2.30264452509055,9.44308630752252,0.753264104383072,1,27
"Deaths_ma",7,943,19.2084532646569,15.7787014714628,13.5714285714286,17.0666035950804,12.0726,0.285714285714286,66,65.7142857142857,1.02650699621533,0.129307013173175,0.51382521561422,6.57142857142857,30.0714285714286
