"",".model","HighwayClass",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1","P"
"1","tslm_base",20,"Test",-1.71567529585794,2.71169356196781,2.40988017751477,-1.42395022957895,2.07814883118726,NA,NA,0.93141310717906,0.15
"2","arima_full",20,"Test",0.669018465342356,3.02857896810223,2.92278300745736,0.565779425529487,2.54121519593991,NA,NA,0.878786802209968,0.15
"3","tslm_vars",20,"Test",-2.36241493980218,3.18349280059503,2.54871257411305,-1.98967207246741,2.16860842716287,NA,NA,0.280748562168736,0.15
"4","arima_sdif",20,"Test",2.9635897236111,3.80619968847308,3.03505198042245,2.68487387802487,2.74091941647172,NA,NA,0.911654431649625,0.15
"5","tslm_inter",20,"Test",-4.70505786781516,5.50264290354723,5.13304750976118,-4.08134940638293,4.43983644119909,NA,NA,0.0909001705389123,0.15
"6","snaive",20,"Test",-8.87740384615392,10.3942352166788,9.22019230769237,-7.59102987479402,7.915844582184,NA,NA,0.927920903473454,0.15
"7","arima_plain",20,"Test",8.58546045125923,10.7287604973082,8.63410593931954,7.73244329054232,7.77054302484253,NA,NA,0.927274740869579,0.15
"8","nn_vars",20,"Test",-8.92021613641047,11.5946453656324,9.18501669875828,-8.38893426529512,8.5733307483683,NA,NA,0.316374440472797,0.15
"9","nn_base",20,"Test",-15.4625027042119,17.5086672485979,15.5841194106605,-14.0845463439272,14.168223429591,NA,NA,0.426188714370482,0.15
"10","naive",20,"Test",-27.4686298076921,29.7585540637298,27.5888221153844,-25.0307435751864,25.1134406183854,NA,NA,0.507687703847418,0.15
"11","drift",20,"Test",-29.5516914335661,31.9024536017027,29.646480550699,-26.8936586003293,26.9588772475526,NA,NA,0.544045889996889,0.15
