"",".model","HighwayClass",".type","ME","RMSE","MAE","MPE","MAPE","MASE","RMSSE","ACF1","P"
"1","arima_full",20,"Test",2.76684860331017,14.7086926339095,11.3028513292466,0.970765039555212,9.2994834660601,NA,NA,0.142705529470186,0.15
"2","tslm_vars",20,"Test",3.97765245256088,15.0513246547353,11.526024122113,1.95369011461026,9.45436377677599,NA,NA,0.0353173770856984,0.15
"3","arima_sdif",20,"Test",4.98501211850988,15.1386793701227,11.417929870893,2.8670941277755,9.3012819797321,NA,NA,0.0220282033768931,0.15
"4","tslm_base",20,"Test",7.29807004330631,16.273024837711,12.1658727170024,4.84638025446583,9.7688419011297,NA,NA,0.0559016268237912,0.15
"5","arima_plain",20,"Test",2.09801714106654,18.0735269699771,14.8556259658774,-0.632694740611004,12.7749061040697,NA,NA,0.262352669208922,0.15
"6","snaive",20,"Test",2.38297872340426,20.9518190953496,16.5531914893617,0.508005598315247,13.912743526609,NA,NA,0.07174255754835,0.15
"7","tslm_inter",20,"Test",3.48713206452559,21.0032049895601,16.9712519757957,1.34662371082226,14.2222021125052,NA,NA,0.0533943266532242,0.15
"8","drift",20,"Test",11.1914893617021,21.540659228538,17.7872340425532,7.0566668806946,14.2698897043127,NA,NA,0.28850230735767,0.15
"9","naive",20,"Test",11.1914893617021,21.540659228538,17.7872340425532,7.0566668806946,14.2698897043127,NA,NA,0.28850230735767,0.15
