LDH Region,Parish,Cumulative Cases,DateTime,FID,x,y
4,Acadia,130,"4/27/2020, 11:00 AM",2453,-10287256.783187998,3540974.1934074564
4,Acadia,108,"4/16/2020, 11:00 AM",2593,-10287256.783187998,3540974.1934074564
4,Acadia,114,"4/20/2020, 11:00 AM",2665,-10287256.783187998,3540974.1934074564
4,Acadia,130,"4/26/2020, 11:00 AM",2669,-10287256.783187998,3540974.1934074564
4,Acadia,130,"4/28/2020, 11:00 AM",2777,-10287256.783187998,3540974.1934074564
4,Acadia,130,"4/25/2020, 11:00 AM",2863,-10287256.783187998,3540974.1934074564
4,Acadia,110,"4/19/2020, 11:00 AM",2955,-10287256.783187998,3540974.1934074564
4,Acadia,134,"5/3/2020, 11:00 AM",3009,-10287256.783187998,3540974.1934074564
4,Acadia,130,"4/30/2020, 11:00 AM",3021,-10287256.783187998,3540974.1934074564
4,Acadia,142,"5/8/2020, 11:00 AM",3124,-10287256.783187998,3540974.1934074564
4,Acadia,151,"5/9/2020, 11:00 AM",3190,-10287256.783187998,3540974.1934074564
4,Acadia,130,"4/29/2020, 11:00 AM",3260,-10287256.783187998,3540974.1934074564
4,Acadia,134,"5/4/2020, 11:00 AM",3424,-10287256.783187998,3540974.1934074564
4,Acadia,136,"5/5/2020, 11:00 AM",3463,-10287256.783187998,3540974.1934074564
4,Acadia,152,"5/11/2020, 11:00 AM",3510,-10287256.783187998,3540974.1934074564
4,Acadia,142,"5/7/2020, 11:00 AM",3562,-10287256.783187998,3540974.1934074564
4,Acadia,133,"5/2/2020, 11:00 AM",3611,-10287256.783187998,3540974.1934074564
4,Acadia,152,"5/12/2020, 11:00 AM",3709,-10287256.783187998,3540974.1934074564
4,Acadia,140,"5/6/2020, 11:00 AM",3792,-10287256.783187998,3540974.1934074564
4,Acadia,133,"5/1/2020, 11:00 AM",3826,-10287256.783187998,3540974.1934074564
4,Acadia,148,"5/10/2020, 11:00 AM",3878,-10287256.783187998,3540974.1934074564
4,Acadia,151,"5/13/2020, 11:00 AM",3920,-10287256.783187998,3540974.1934074564
4,Acadia,289,"5/22/2020, 11:00 AM",4103,-10287256.783187998,3540974.1934074564
4,Acadia,159,"5/14/2020, 11:00 AM",4206,-10287256.783187998,3540974.1934074564
4,Acadia,189,"5/15/2020, 11:00 AM",4272,-10287256.783187998,3540974.1934074564
4,Acadia,262,"5/19/2020, 11:00 AM",4369,-10287256.783187998,3540974.1934074564
4,Acadia,395,"5/26/2020, 11:00 AM",4430,-10287256.783187998,3540974.1934074564
4,Acadia,290,"5/23/2020, 11:00 AM",4449,-10287256.783187998,3540974.1934074564
4,Acadia,262,"5/20/2020, 11:00 AM",4461,-10287256.783187998,3540974.1934074564
4,Acadia,198,"5/17/2020, 11:00 AM",4466,-10287256.783187998,3540974.1934074564
4,Acadia,257,"5/18/2020, 11:00 AM",4532,-10287256.783187998,3540974.1934074564
4,Acadia,291,"5/24/2020, 11:00 AM",4652,-10287256.783187998,3540974.1934074564
4,Acadia,397,"5/27/2020, 11:00 AM",4772,-10287256.783187998,3540974.1934074564
4,Acadia,269,"5/21/2020, 11:00 AM",4837,-10287256.783187998,3540974.1934074564
4,Acadia,401,"5/28/2020, 11:00 AM",4860,-10287256.783187998,3540974.1934074564
4,Acadia,192,"5/16/2020, 11:00 AM",4861,-10287256.783187998,3540974.1934074564
4,Acadia,299,"5/25/2020, 11:00 AM",4863,-10287256.783187998,3540974.1934074564
4,Acadia,513,"6/8/2020, 11:00 AM",5011,-10287256.783187998,3540974.1934074564
4,Acadia,517,"6/9/2020, 11:00 AM",5081,-10287256.783187998,3540974.1934074564
4,Acadia,467,"6/5/2020, 11:00 AM",5137,-10287256.783187998,3540974.1934074564
4,Acadia,500,"6/6/2020, 11:00 AM",5203,-10287256.783187998,3540974.1934074564
4,Acadia,529,"6/11/2020, 11:00 AM",5263,-10287256.783187998,3540974.1934074564
4,Acadia,428,"6/2/2020, 11:00 AM",5271,-10287256.783187998,3540974.1934074564
4,Acadia,446,"6/3/2020, 11:00 AM",5337,-10287256.783187998,3540974.1934074564
4,Acadia,535,"6/12/2020, 11:00 AM",5457,-10287256.783187998,3540974.1934074564
4,Acadia,422,"6/1/2020, 11:00 AM",5555,-10287256.783187998,3540974.1934074564
4,Acadia,412,"5/30/2020, 11:00 AM",5633,-10287256.783187998,3540974.1934074564
4,Acadia,577,"6/13/2020, 11:00 AM",5673,-10287256.783187998,3540974.1934074564
4,Acadia,502,"6/7/2020, 11:00 AM",5754,-10287256.783187998,3540974.1934074564
4,Acadia,520,"6/10/2020, 11:00 AM",5756,-10287256.783187998,3540974.1934074564
4,Acadia,462,"6/4/2020, 11:00 AM",5791,-10287256.783187998,3540974.1934074564
4,Acadia,418,"5/31/2020, 11:00 AM",5902,-10287256.783187998,3540974.1934074564
4,Acadia,583,"6/14/2020, 11:00 AM",6007,-10287256.783187998,3540974.1934074564
4,Acadia,597,"6/15/2020, 11:00 AM",6073,-10287256.783187998,3540974.1934074564
5,Allen,,"3/14/2020, 11:00 AM",3,-10333543.42745984,3587782.93213322
5,Allen,,"3/18/2020, 11:00 AM",122,-10333543.42745984,3587782.93213322
5,Allen,,"3/15/2020, 11:00 AM",217,-10333543.42745984,3587782.93213322
5,Allen,5,"3/27/2020, 11:00 AM",269,-10333543.42745984,3587782.93213322
5,Allen,,"3/19/2020, 11:00 AM",332,-10333543.42745984,3587782.93213322
5,Allen,,"3/20/2020, 11:00 AM",398,-10333543.42745984,3587782.93213322
5,Allen,2,"3/24/2020, 11:00 AM",510,-10333543.42745984,3587782.93213322
5,Allen,,"3/22/2020, 11:00 AM",603,-10333543.42745984,3587782.93213322
5,Allen,2,"3/23/2020, 11:00 AM",669,-10333543.42745984,3587782.93213322
5,Allen,7,"3/28/2020, 11:00 AM",677,-10333543.42745984,3587782.93213322
5,Allen,,"3/16/2020, 11:00 AM",707,-10333543.42745984,3587782.93213322
5,Allen,,"3/21/2020, 11:00 AM",771,-10333543.42745984,3587782.93213322
5,Allen,2,"3/25/2020, 11:00 AM",808,-10333543.42745984,3587782.93213322
5,Allen,5,"3/26/2020, 11:00 AM",913,-10333543.42745984,3587782.93213322
5,Allen,,"3/17/2020, 11:00 AM",965,-10333543.42745984,3587782.93213322
5,Allen,9,"3/29/2020, 11:00 AM",992,-10333543.42745984,3587782.93213322
5,Allen,40,"4/5/2020, 11:00 AM",1106,-10333543.42745984,3587782.93213322
5,Allen,65,"4/8/2020, 11:00 AM",1226,-10333543.42745984,3587782.93213322
5,Allen,71,"4/11/2020, 11:00 AM",1349,-10333543.42745984,3587782.93213322
5,Allen,15,"3/31/2020, 11:00 AM",1425,-10333543.42745984,3587782.93213322
5,Allen,66,"4/9/2020, 11:00 AM",1445,-10333543.42745984,3587782.93213322
5,Allen,34,"4/3/2020, 11:00 AM",1460,-10333543.42745984,3587782.93213322
5,Allen,67,"4/10/2020, 11:00 AM",1532,-10333543.42745984,3587782.93213322
5,Allen,73,"4/12/2020, 11:00 AM",1567,-10333543.42745984,3587782.93213322
5,Allen,26,"4/2/2020, 11:00 AM",1589,-10333543.42745984,3587782.93213322
5,Allen,19,"4/1/2020, 11:00 AM",1655,-10333543.42745984,3587782.93213322
5,Allen,74,"4/13/2020, 11:00 AM",1789,-10333543.42745984,3587782.93213322
5,Allen,52,"4/6/2020, 11:00 AM",1817,-10333543.42745984,3587782.93213322
5,Allen,11,"3/30/2020, 11:00 AM",1831,-10333543.42745984,3587782.93213322
5,Allen,39,"4/4/2020, 11:00 AM",1895,-10333543.42745984,3587782.93213322
5,Allen,58,"4/7/2020, 11:00 AM",1969,-10333543.42745984,3587782.93213322
5,Allen,74,"4/14/2020, 11:00 AM",2116,-10333543.42745984,3587782.93213322
5,Allen,81,"4/23/2020, 11:00 AM",2237,-10333543.42745984,3587782.93213322
5,Allen,79,"4/21/2020, 11:00 AM",2303,-10333543.42745984,3587782.93213322
5,Allen,74,"4/15/2020, 11:00 AM",2307,-10333543.42745984,3587782.93213322
5,Allen,79,"4/18/2020, 11:00 AM",2324,-10333543.42745984,3587782.93213322
5,Allen,79,"4/17/2020, 11:00 AM",2341,-10333543.42745984,3587782.93213322
5,Allen,80,"4/22/2020, 11:00 AM",2402,-10333543.42745984,3587782.93213322
5,Allen,81,"4/24/2020, 11:00 AM",2430,-10333543.42745984,3587782.93213322
5,Allen,87,"4/27/2020, 11:00 AM",2460,-10333543.42745984,3587782.93213322
5,Allen,78,"4/16/2020, 11:00 AM",2594,-10333543.42745984,3587782.93213322
5,Allen,79,"4/20/2020, 11:00 AM",2670,-10333543.42745984,3587782.93213322
5,Allen,82,"4/26/2020, 11:00 AM",2674,-10333543.42745984,3587782.93213322
5,Allen,90,"4/28/2020, 11:00 AM",2778,-10333543.42745984,3587782.93213322
5,Allen,82,"4/25/2020, 11:00 AM",2864,-10333543.42745984,3587782.93213322
5,Allen,79,"4/19/2020, 11:00 AM",2957,-10333543.42745984,3587782.93213322
5,Allen,90,"5/3/2020, 11:00 AM",3015,-10333543.42745984,3587782.93213322
5,Allen,90,"4/30/2020, 11:00 AM",3027,-10333543.42745984,3587782.93213322
5,Allen,90,"5/8/2020, 11:00 AM",3125,-10333543.42745984,3587782.93213322
5,Allen,90,"5/9/2020, 11:00 AM",3191,-10333543.42745984,3587782.93213322
5,Allen,90,"4/29/2020, 11:00 AM",3261,-10333543.42745984,3587782.93213322
5,Allen,90,"5/4/2020, 11:00 AM",3425,-10333543.42745984,3587782.93213322
5,Allen,90,"5/5/2020, 11:00 AM",3472,-10333543.42745984,3587782.93213322
5,Allen,90,"5/11/2020, 11:00 AM",3517,-10333543.42745984,3587782.93213322
5,Allen,90,"5/7/2020, 11:00 AM",3563,-10333543.42745984,3587782.93213322
5,Allen,90,"5/2/2020, 11:00 AM",3617,-10333543.42745984,3587782.93213322
5,Allen,90,"5/12/2020, 11:00 AM",3710,-10333543.42745984,3587782.93213322
5,Allen,90,"5/6/2020, 11:00 AM",3793,-10333543.42745984,3587782.93213322
5,Allen,90,"5/1/2020, 11:00 AM",3827,-10333543.42745984,3587782.93213322
5,Allen,90,"5/10/2020, 11:00 AM",3881,-10333543.42745984,3587782.93213322
5,Allen,94,"5/13/2020, 11:00 AM",3921,-10333543.42745984,3587782.93213322
5,Allen,182,"5/22/2020, 11:00 AM",4104,-10333543.42745984,3587782.93213322
5,Allen,94,"5/14/2020, 11:00 AM",4207,-10333543.42745984,3587782.93213322
5,Allen,94,"5/15/2020, 11:00 AM",4273,-10333543.42745984,3587782.93213322
5,Allen,131,"5/19/2020, 11:00 AM",4370,-10333543.42745984,3587782.93213322
5,Allen,184,"5/26/2020, 11:00 AM",4437,-10333543.42745984,3587782.93213322
5,Allen,182,"5/23/2020, 11:00 AM",4456,-10333543.42745984,3587782.93213322
5,Allen,100,"5/17/2020, 11:00 AM",4467,-10333543.42745984,3587782.93213322
5,Allen,118,"5/18/2020, 11:00 AM",4533,-10333543.42745984,3587782.93213322
5,Allen,157,"5/20/2020, 11:00 AM",4543,-10333543.42745984,3587782.93213322
5,Allen,182,"5/24/2020, 11:00 AM",4653,-10333543.42745984,3587782.93213322
5,Allen,184,"5/27/2020, 11:00 AM",4773,-10333543.42745984,3587782.93213322
5,Allen,172,"5/21/2020, 11:00 AM",4838,-10333543.42745984,3587782.93213322
5,Allen,182,"5/25/2020, 11:00 AM",4864,-10333543.42745984,3587782.93213322
5,Allen,184,"5/28/2020, 11:00 AM",4911,-10333543.42745984,3587782.93213322
5,Allen,99,"5/16/2020, 11:00 AM",4912,-10333543.42745984,3587782.93213322
5,Allen,188,"6/8/2020, 11:00 AM",5012,-10333543.42745984,3587782.93213322
5,Allen,189,"6/9/2020, 11:00 AM",5083,-10333543.42745984,3587782.93213322
5,Allen,186,"6/5/2020, 11:00 AM",5138,-10333543.42745984,3587782.93213322
5,Allen,186,"6/6/2020, 11:00 AM",5204,-10333543.42745984,3587782.93213322
5,Allen,184,"6/2/2020, 11:00 AM",5272,-10333543.42745984,3587782.93213322
5,Allen,185,"6/3/2020, 11:00 AM",5338,-10333543.42745984,3587782.93213322
5,Allen,189,"6/11/2020, 11:00 AM",5360,-10333543.42745984,3587782.93213322
5,Allen,193,"6/12/2020, 11:00 AM",5458,-10333543.42745984,3587782.93213322
5,Allen,184,"6/1/2020, 11:00 AM",5556,-10333543.42745984,3587782.93213322
5,Allen,184,"5/30/2020, 11:00 AM",5638,-10333543.42745984,3587782.93213322
5,Allen,210,"6/13/2020, 11:00 AM",5674,-10333543.42745984,3587782.93213322
5,Allen,186,"6/7/2020, 11:00 AM",5758,-10333543.42745984,3587782.93213322
5,Allen,189,"6/10/2020, 11:00 AM",5760,-10333543.42745984,3587782.93213322
5,Allen,186,"6/4/2020, 11:00 AM",5795,-10333543.42745984,3587782.93213322
5,Allen,184,"5/31/2020, 11:00 AM",5903,-10333543.42745984,3587782.93213322
5,Allen,222,"6/14/2020, 11:00 AM",6008,-10333543.42745984,3587782.93213322
5,Allen,226,"6/15/2020, 11:00 AM",6074,-10333543.42745984,3587782.93213322
2,Ascension,,"3/14/2020, 11:00 AM",4,-10120199.62335453,3529750.239441165
2,Ascension,1,"3/17/2020, 11:00 AM",30,-10120199.62335453,3529750.239441165
2,Ascension,1,"3/18/2020, 11:00 AM",123,-10120199.62335453,3529750.239441165
2,Ascension,,"3/15/2020, 11:00 AM",218,-10120199.62335453,3529750.239441165
2,Ascension,90,"3/27/2020, 11:00 AM",270,-10120199.62335453,3529750.239441165
2,Ascension,2,"3/19/2020, 11:00 AM",333,-10120199.62335453,3529750.239441165
2,Ascension,2,"3/20/2020, 11:00 AM",399,-10120199.62335453,3529750.239441165
2,Ascension,36,"3/24/2020, 11:00 AM",511,-10120199.62335453,3529750.239441165
2,Ascension,17,"3/22/2020, 11:00 AM",604,-10120199.62335453,3529750.239441165
2,Ascension,26,"3/23/2020, 11:00 AM",670,-10120199.62335453,3529750.239441165
2,Ascension,107,"3/28/2020, 11:00 AM",680,-10120199.62335453,3529750.239441165
2,Ascension,,"3/16/2020, 11:00 AM",711,-10120199.62335453,3529750.239441165
2,Ascension,3,"3/21/2020, 11:00 AM",772,-10120199.62335453,3529750.239441165
2,Ascension,65,"3/25/2020, 11:00 AM",811,-10120199.62335453,3529750.239441165
2,Ascension,91,"3/26/2020, 11:00 AM",914,-10120199.62335453,3529750.239441165
2,Ascension,139,"3/29/2020, 11:00 AM",993,-10120199.62335453,3529750.239441165
2,Ascension,286,"4/5/2020, 11:00 AM",1107,-10120199.62335453,3529750.239441165
2,Ascension,366,"4/8/2020, 11:00 AM",1227,-10120199.62335453,3529750.239441165
2,Ascension,415,"4/11/2020, 11:00 AM",1350,-10120199.62335453,3529750.239441165
2,Ascension,161,"3/31/2020, 11:00 AM",1431,-10120199.62335453,3529750.239441165
2,Ascension,370,"4/9/2020, 11:00 AM",1451,-10120199.62335453,3529750.239441165
2,Ascension,222,"4/3/2020, 11:00 AM",1467,-10120199.62335453,3529750.239441165
2,Ascension,397,"4/10/2020, 11:00 AM",1533,-10120199.62335453,3529750.239441165
2,Ascension,428,"4/12/2020, 11:00 AM",1573,-10120199.62335453,3529750.239441165
2,Ascension,201,"4/2/2020, 11:00 AM",1595,-10120199.62335453,3529750.239441165
2,Ascension,189,"4/1/2020, 11:00 AM",1656,-10120199.62335453,3529750.239441165
2,Ascension,432,"4/13/2020, 11:00 AM",1790,-10120199.62335453,3529750.239441165
2,Ascension,347,"4/6/2020, 11:00 AM",1820,-10120199.62335453,3529750.239441165
2,Ascension,153,"3/30/2020, 11:00 AM",1834,-10120199.62335453,3529750.239441165
2,Ascension,284,"4/4/2020, 11:00 AM",1896,-10120199.62335453,3529750.239441165
2,Ascension,358,"4/7/2020, 11:00 AM",1970,-10120199.62335453,3529750.239441165
2,Ascension,438,"4/14/2020, 11:00 AM",2117,-10120199.62335453,3529750.239441165
2,Ascension,536,"4/23/2020, 11:00 AM",2238,-10120199.62335453,3529750.239441165
2,Ascension,515,"4/21/2020, 11:00 AM",2305,-10120199.62335453,3529750.239441165
2,Ascension,440,"4/15/2020, 11:00 AM",2313,-10120199.62335453,3529750.239441165
2,Ascension,496,"4/18/2020, 11:00 AM",2331,-10120199.62335453,3529750.239441165
2,Ascension,533,"4/22/2020, 11:00 AM",2403,-10120199.62335453,3529750.239441165
2,Ascension,468,"4/17/2020, 11:00 AM",2433,-10120199.62335453,3529750.239441165
2,Ascension,551,"4/24/2020, 11:00 AM",2434,-10120199.62335453,3529750.239441165
2,Ascension,574,"4/27/2020, 11:00 AM",2467,-10120199.62335453,3529750.239441165
2,Ascension,451,"4/16/2020, 11:00 AM",2595,-10120199.62335453,3529750.239441165
2,Ascension,512,"4/20/2020, 11:00 AM",2675,-10120199.62335453,3529750.239441165
2,Ascension,568,"4/26/2020, 11:00 AM",2678,-10120199.62335453,3529750.239441165
2,Ascension,576,"4/28/2020, 11:00 AM",2779,-10120199.62335453,3529750.239441165
2,Ascension,557,"4/25/2020, 11:00 AM",2865,-10120199.62335453,3529750.239441165
2,Ascension,508,"4/19/2020, 11:00 AM",2959,-10120199.62335453,3529750.239441165
2,Ascension,644,"5/3/2020, 11:00 AM",3020,-10120199.62335453,3529750.239441165
2,Ascension,593,"4/30/2020, 11:00 AM",3035,-10120199.62335453,3529750.239441165
2,Ascension,664,"5/6/2020, 11:00 AM",3106,-10120199.62335453,3529750.239441165
2,Ascension,675,"5/8/2020, 11:00 AM",3126,-10120199.62335453,3529750.239441165
2,Ascension,689,"5/9/2020, 11:00 AM",3192,-10120199.62335453,3529750.239441165
2,Ascension,587,"4/29/2020, 11:00 AM",3262,-10120199.62335453,3529750.239441165
2,Ascension,647,"5/4/2020, 11:00 AM",3426,-10120199.62335453,3529750.239441165
2,Ascension,657,"5/5/2020, 11:00 AM",3479,-10120199.62335453,3529750.239441165
2,Ascension,672,"5/7/2020, 11:00 AM",3564,-10120199.62335453,3529750.239441165
2,Ascension,695,"5/11/2020, 11:00 AM",3600,-10120199.62335453,3529750.239441165
2,Ascension,636,"5/2/2020, 11:00 AM",3623,-10120199.62335453,3529750.239441165
2,Ascension,701,"5/12/2020, 11:00 AM",3711,-10120199.62335453,3529750.239441165
2,Ascension,627,"5/1/2020, 11:00 AM",3828,-10120199.62335453,3529750.239441165
2,Ascension,694,"5/10/2020, 11:00 AM",3882,-10120199.62335453,3529750.239441165
2,Ascension,704,"5/13/2020, 11:00 AM",3922,-10120199.62335453,3529750.239441165
2,Ascension,785,"5/22/2020, 11:00 AM",4105,-10120199.62335453,3529750.239441165
2,Ascension,745,"5/14/2020, 11:00 AM",4208,-10120199.62335453,3529750.239441165
2,Ascension,749,"5/15/2020, 11:00 AM",4274,-10120199.62335453,3529750.239441165
2,Ascension,762,"5/19/2020, 11:00 AM",4371,-10120199.62335453,3529750.239441165
2,Ascension,792,"5/26/2020, 11:00 AM",4444,-10120199.62335453,3529750.239441165
2,Ascension,785,"5/23/2020, 11:00 AM",4463,-10120199.62335453,3529750.239441165
2,Ascension,756,"5/17/2020, 11:00 AM",4468,-10120199.62335453,3529750.239441165
2,Ascension,760,"5/18/2020, 11:00 AM",4534,-10120199.62335453,3529750.239441165
2,Ascension,768,"5/20/2020, 11:00 AM",4548,-10120199.62335453,3529750.239441165
2,Ascension,786,"5/24/2020, 11:00 AM",4654,-10120199.62335453,3529750.239441165
2,Ascension,805,"5/27/2020, 11:00 AM",4774,-10120199.62335453,3529750.239441165
2,Ascension,782,"5/21/2020, 11:00 AM",4839,-10120199.62335453,3529750.239441165
2,Ascension,788,"5/25/2020, 11:00 AM",4865,-10120199.62335453,3529750.239441165
2,Ascension,810,"5/28/2020, 11:00 AM",4913,-10120199.62335453,3529750.239441165
2,Ascension,752,"5/16/2020, 11:00 AM",4915,-10120199.62335453,3529750.239441165
2,Ascension,889,"6/8/2020, 11:00 AM",5013,-10120199.62335453,3529750.239441165
2,Ascension,900,"6/9/2020, 11:00 AM",5084,-10120199.62335453,3529750.239441165
2,Ascension,865,"6/5/2020, 11:00 AM",5139,-10120199.62335453,3529750.239441165
2,Ascension,876,"6/6/2020, 11:00 AM",5205,-10120199.62335453,3529750.239441165
2,Ascension,841,"6/2/2020, 11:00 AM",5273,-10120199.62335453,3529750.239441165
2,Ascension,852,"6/3/2020, 11:00 AM",5339,-10120199.62335453,3529750.239441165
2,Ascension,912,"6/11/2020, 11:00 AM",5364,-10120199.62335453,3529750.239441165
2,Ascension,918,"6/12/2020, 11:00 AM",5459,-10120199.62335453,3529750.239441165
2,Ascension,827,"6/1/2020, 11:00 AM",5557,-10120199.62335453,3529750.239441165
2,Ascension,817,"5/30/2020, 11:00 AM",5643,-10120199.62335453,3529750.239441165
2,Ascension,931,"6/13/2020, 11:00 AM",5675,-10120199.62335453,3529750.239441165
2,Ascension,882,"6/7/2020, 11:00 AM",5762,-10120199.62335453,3529750.239441165
2,Ascension,906,"6/10/2020, 11:00 AM",5764,-10120199.62335453,3529750.239441165
2,Ascension,861,"6/4/2020, 11:00 AM",5799,-10120199.62335453,3529750.239441165
2,Ascension,820,"5/31/2020, 11:00 AM",5904,-10120199.62335453,3529750.239441165
2,Ascension,935,"6/14/2020, 11:00 AM",6009,-10120199.62335453,3529750.239441165
2,Ascension,948,"6/15/2020, 11:00 AM",6075,-10120199.62335453,3529750.239441165
3,Assumption,,"3/14/2020, 11:00 AM",5,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/17/2020, 11:00 AM",33,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/18/2020, 11:00 AM",124,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/15/2020, 11:00 AM",219,-10137042.262311555,3490821.6645793305
3,Assumption,8,"3/27/2020, 11:00 AM",271,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/19/2020, 11:00 AM",334,-10137042.262311555,3490821.6645793305
3,Assumption,1,"3/20/2020, 11:00 AM",400,-10137042.262311555,3490821.6645793305
3,Assumption,2,"3/24/2020, 11:00 AM",512,-10137042.262311555,3490821.6645793305
3,Assumption,1,"3/22/2020, 11:00 AM",605,-10137042.262311555,3490821.6645793305
3,Assumption,1,"3/23/2020, 11:00 AM",671,-10137042.262311555,3490821.6645793305
3,Assumption,8,"3/28/2020, 11:00 AM",684,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/16/2020, 11:00 AM",715,-10137042.262311555,3490821.6645793305
3,Assumption,1,"3/21/2020, 11:00 AM",773,-10137042.262311555,3490821.6645793305
3,Assumption,2,"3/25/2020, 11:00 AM",814,-10137042.262311555,3490821.6645793305
3,Assumption,5,"3/26/2020, 11:00 AM",915,-10137042.262311555,3490821.6645793305
3,Assumption,14,"3/29/2020, 11:00 AM",994,-10137042.262311555,3490821.6645793305
3,Assumption,59,"4/5/2020, 11:00 AM",1108,-10137042.262311555,3490821.6645793305
3,Assumption,89,"4/8/2020, 11:00 AM",1228,-10137042.262311555,3490821.6645793305
3,Assumption,109,"4/11/2020, 11:00 AM",1351,-10137042.262311555,3490821.6645793305
3,Assumption,20,"3/31/2020, 11:00 AM",1437,-10137042.262311555,3490821.6645793305
3,Assumption,94,"4/9/2020, 11:00 AM",1457,-10137042.262311555,3490821.6645793305
3,Assumption,105,"4/10/2020, 11:00 AM",1534,-10137042.262311555,3490821.6645793305
3,Assumption,33,"4/3/2020, 11:00 AM",1553,-10137042.262311555,3490821.6645793305
3,Assumption,116,"4/12/2020, 11:00 AM",1579,-10137042.262311555,3490821.6645793305
3,Assumption,31,"4/2/2020, 11:00 AM",1601,-10137042.262311555,3490821.6645793305
3,Assumption,25,"4/1/2020, 11:00 AM",1657,-10137042.262311555,3490821.6645793305
3,Assumption,120,"4/13/2020, 11:00 AM",1791,-10137042.262311555,3490821.6645793305
3,Assumption,77,"4/6/2020, 11:00 AM",1823,-10137042.262311555,3490821.6645793305
3,Assumption,17,"3/30/2020, 11:00 AM",1837,-10137042.262311555,3490821.6645793305
3,Assumption,56,"4/4/2020, 11:00 AM",1897,-10137042.262311555,3490821.6645793305
3,Assumption,84,"4/7/2020, 11:00 AM",1971,-10137042.262311555,3490821.6645793305
3,Assumption,123,"4/14/2020, 11:00 AM",2118,-10137042.262311555,3490821.6645793305
