LDH Region,Parish,Cumulative Cases,DateTime,FID,x,y
3,Assumption,1,"3/23/2020, 11:00 AM",752,-10137042.262311555,3490821.6645793305
3,Assumption,8,"3/28/2020, 11:00 AM",781,-10137042.262311555,3490821.6645793305
3,Assumption,14,"3/29/2020, 11:00 AM",847,-10137042.262311555,3490821.6645793305
3,Assumption,,"3/19/2020, 11:00 AM",870,-10137042.262311555,3490821.6645793305
3,Assumption,1,"3/20/2020, 11:00 AM",936,-10137042.262311555,3490821.6645793305
3,Assumption,2,"3/24/2020, 11:00 AM",964,-10137042.262311555,3490821.6645793305
3,Assumption,17,"3/30/2020, 11:00 AM",1074,-10137042.262311555,3490821.6645793305
3,Assumption,77,"4/6/2020, 11:00 AM",1147,-10137042.262311555,3490821.6645793305
3,Assumption,84,"4/7/2020, 11:00 AM",1213,-10137042.262311555,3490821.6645793305
3,Assumption,59,"4/5/2020, 11:00 AM",1309,-10137042.262311555,3490821.6645793305
3,Assumption,33,"4/3/2020, 11:00 AM",1365,-10137042.262311555,3490821.6645793305
3,Assumption,94,"4/9/2020, 11:00 AM",1420,-10137042.262311555,3490821.6645793305
3,Assumption,105,"4/10/2020, 11:00 AM",1486,-10137042.262311555,3490821.6645793305
3,Assumption,116,"4/12/2020, 11:00 AM",1556,-10137042.262311555,3490821.6645793305
3,Assumption,120,"4/13/2020, 11:00 AM",1622,-10137042.262311555,3490821.6645793305
3,Assumption,20,"3/31/2020, 11:00 AM",1648,-10137042.262311555,3490821.6645793305
3,Assumption,25,"4/1/2020, 11:00 AM",1730,-10137042.262311555,3490821.6645793305
3,Assumption,31,"4/2/2020, 11:00 AM",1822,-10137042.262311555,3490821.6645793305
3,Assumption,109,"4/11/2020, 11:00 AM",1840,-10137042.262311555,3490821.6645793305
3,Assumption,56,"4/4/2020, 11:00 AM",1853,-10137042.262311555,3490821.6645793305
3,Assumption,89,"4/8/2020, 11:00 AM",1876,-10137042.262311555,3490821.6645793305
3,Assumption,143,"4/18/2020, 11:00 AM",2014,-10137042.262311555,3490821.6645793305
3,Assumption,146,"4/19/2020, 11:00 AM",2080,-10137042.262311555,3490821.6645793305
3,Assumption,137,"4/17/2020, 11:00 AM",2151,-10137042.262311555,3490821.6645793305
3,Assumption,158,"4/23/2020, 11:00 AM",2252,-10137042.262311555,3490821.6645793305
3,Assumption,175,"4/27/2020, 11:00 AM",2320,-10137042.262311555,3490821.6645793305
3,Assumption,177,"4/28/2020, 11:00 AM",2388,-10137042.262311555,3490821.6645793305
3,Assumption,123,"4/14/2020, 11:00 AM",2465,-10137042.262311555,3490821.6645793305
3,Assumption,173,"4/26/2020, 11:00 AM",2557,-10137042.262311555,3490821.6645793305
3,Assumption,146,"4/20/2020, 11:00 AM",2661,-10137042.262311555,3490821.6645793305
3,Assumption,166,"4/24/2020, 11:00 AM",2722,-10137042.262311555,3490821.6645793305
3,Assumption,172,"4/25/2020, 11:00 AM",2788,-10137042.262311555,3490821.6645793305
3,Assumption,129,"4/15/2020, 11:00 AM",2823,-10137042.262311555,3490821.6645793305
3,Assumption,132,"4/16/2020, 11:00 AM",2889,-10137042.262311555,3490821.6645793305
3,Assumption,151,"4/21/2020, 11:00 AM",2912,-10137042.262311555,3490821.6645793305
3,Assumption,154,"4/22/2020, 11:00 AM",2978,-10137042.262311555,3490821.6645793305
3,Assumption,178,"4/29/2020, 11:00 AM",3040,-10137042.262311555,3490821.6645793305
3,Assumption,182,"4/30/2020, 11:00 AM",3106,-10137042.262311555,3490821.6645793305
3,Assumption,194,"5/2/2020, 11:00 AM",3130,-10137042.262311555,3490821.6645793305
3,Assumption,197,"5/3/2020, 11:00 AM",3196,-10137042.262311555,3490821.6645793305
3,Assumption,189,"5/1/2020, 11:00 AM",3280,-10137042.262311555,3490821.6645793305
3,Assumption,201,"5/4/2020, 11:00 AM",3370,-10137042.262311555,3490821.6645793305
6,Avoyelles,,"3/14/2020, 11:00 AM",9,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/17/2020, 11:00 AM",10,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/18/2020, 11:00 AM",116,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/20/2020, 11:00 AM",149,-10241549.000268279,3642689.4146340676
6,Avoyelles,10,"3/27/2020, 11:00 AM",231,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/15/2020, 11:00 AM",296,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/21/2020, 11:00 AM",385,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/16/2020, 11:00 AM",488,-10241549.000268279,3642689.4146340676
6,Avoyelles,5,"3/25/2020, 11:00 AM",578,-10241549.000268279,3642689.4146340676
6,Avoyelles,7,"3/26/2020, 11:00 AM",645,-10241549.000268279,3642689.4146340676
6,Avoyelles,1,"3/22/2020, 11:00 AM",686,-10241549.000268279,3642689.4146340676
6,Avoyelles,1,"3/23/2020, 11:00 AM",753,-10241549.000268279,3642689.4146340676
6,Avoyelles,12,"3/28/2020, 11:00 AM",782,-10241549.000268279,3642689.4146340676
6,Avoyelles,13,"3/29/2020, 11:00 AM",848,-10241549.000268279,3642689.4146340676
6,Avoyelles,,"3/19/2020, 11:00 AM",871,-10241549.000268279,3642689.4146340676
6,Avoyelles,3,"3/24/2020, 11:00 AM",965,-10241549.000268279,3642689.4146340676
6,Avoyelles,14,"3/30/2020, 11:00 AM",1075,-10241549.000268279,3642689.4146340676
6,Avoyelles,40,"4/6/2020, 11:00 AM",1148,-10241549.000268279,3642689.4146340676
6,Avoyelles,45,"4/7/2020, 11:00 AM",1214,-10241549.000268279,3642689.4146340676
6,Avoyelles,37,"4/5/2020, 11:00 AM",1310,-10241549.000268279,3642689.4146340676
6,Avoyelles,37,"4/3/2020, 11:00 AM",1366,-10241549.000268279,3642689.4146340676
6,Avoyelles,56,"4/9/2020, 11:00 AM",1421,-10241549.000268279,3642689.4146340676
6,Avoyelles,56,"4/10/2020, 11:00 AM",1487,-10241549.000268279,3642689.4146340676
6,Avoyelles,61,"4/12/2020, 11:00 AM",1557,-10241549.000268279,3642689.4146340676
6,Avoyelles,64,"4/13/2020, 11:00 AM",1623,-10241549.000268279,3642689.4146340676
6,Avoyelles,19,"3/31/2020, 11:00 AM",1649,-10241549.000268279,3642689.4146340676
6,Avoyelles,31,"4/1/2020, 11:00 AM",1731,-10241549.000268279,3642689.4146340676
6,Avoyelles,34,"4/2/2020, 11:00 AM",1826,-10241549.000268279,3642689.4146340676
6,Avoyelles,36,"4/4/2020, 11:00 AM",1854,-10241549.000268279,3642689.4146340676
6,Avoyelles,61,"4/11/2020, 11:00 AM",1866,-10241549.000268279,3642689.4146340676
6,Avoyelles,48,"4/8/2020, 11:00 AM",1879,-10241549.000268279,3642689.4146340676
6,Avoyelles,68,"4/18/2020, 11:00 AM",2015,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/19/2020, 11:00 AM",2081,-10241549.000268279,3642689.4146340676
6,Avoyelles,68,"4/17/2020, 11:00 AM",2152,-10241549.000268279,3642689.4146340676
6,Avoyelles,71,"4/23/2020, 11:00 AM",2253,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/27/2020, 11:00 AM",2321,-10241549.000268279,3642689.4146340676
6,Avoyelles,71,"4/28/2020, 11:00 AM",2389,-10241549.000268279,3642689.4146340676
6,Avoyelles,65,"4/14/2020, 11:00 AM",2466,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/26/2020, 11:00 AM",2558,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/20/2020, 11:00 AM",2662,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/24/2020, 11:00 AM",2723,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/25/2020, 11:00 AM",2789,-10241549.000268279,3642689.4146340676
6,Avoyelles,64,"4/15/2020, 11:00 AM",2824,-10241549.000268279,3642689.4146340676
6,Avoyelles,66,"4/16/2020, 11:00 AM",2890,-10241549.000268279,3642689.4146340676
6,Avoyelles,69,"4/21/2020, 11:00 AM",2913,-10241549.000268279,3642689.4146340676
6,Avoyelles,71,"4/22/2020, 11:00 AM",2979,-10241549.000268279,3642689.4146340676
6,Avoyelles,71,"4/29/2020, 11:00 AM",3041,-10241549.000268279,3642689.4146340676
6,Avoyelles,71,"4/30/2020, 11:00 AM",3107,-10241549.000268279,3642689.4146340676
6,Avoyelles,72,"5/2/2020, 11:00 AM",3131,-10241549.000268279,3642689.4146340676
6,Avoyelles,74,"5/3/2020, 11:00 AM",3197,-10241549.000268279,3642689.4146340676
6,Avoyelles,73,"5/1/2020, 11:00 AM",3281,-10241549.000268279,3642689.4146340676
6,Avoyelles,74,"5/4/2020, 11:00 AM",3371,-10241549.000268279,3642689.4146340676
5,Beauregard,,"3/14/2020, 11:00 AM",12,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/17/2020, 11:00 AM",13,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/18/2020, 11:00 AM",117,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/20/2020, 11:00 AM",161,-10390928.624963773,3587216.1699105264
5,Beauregard,4,"3/27/2020, 11:00 AM",232,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/15/2020, 11:00 AM",298,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/21/2020, 11:00 AM",386,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/16/2020, 11:00 AM",489,-10390928.624963773,3587216.1699105264
5,Beauregard,3,"3/25/2020, 11:00 AM",579,-10390928.624963773,3587216.1699105264
5,Beauregard,3,"3/26/2020, 11:00 AM",646,-10390928.624963773,3587216.1699105264
5,Beauregard,1,"3/22/2020, 11:00 AM",687,-10390928.624963773,3587216.1699105264
5,Beauregard,1,"3/23/2020, 11:00 AM",754,-10390928.624963773,3587216.1699105264
5,Beauregard,4,"3/28/2020, 11:00 AM",783,-10390928.624963773,3587216.1699105264
5,Beauregard,4,"3/29/2020, 11:00 AM",849,-10390928.624963773,3587216.1699105264
5,Beauregard,,"3/19/2020, 11:00 AM",872,-10390928.624963773,3587216.1699105264
5,Beauregard,2,"3/24/2020, 11:00 AM",966,-10390928.624963773,3587216.1699105264
5,Beauregard,5,"3/30/2020, 11:00 AM",1076,-10390928.624963773,3587216.1699105264
5,Beauregard,23,"4/6/2020, 11:00 AM",1149,-10390928.624963773,3587216.1699105264
5,Beauregard,23,"4/7/2020, 11:00 AM",1215,-10390928.624963773,3587216.1699105264
5,Beauregard,19,"4/5/2020, 11:00 AM",1311,-10390928.624963773,3587216.1699105264
5,Beauregard,13,"4/3/2020, 11:00 AM",1367,-10390928.624963773,3587216.1699105264
5,Beauregard,26,"4/9/2020, 11:00 AM",1422,-10390928.624963773,3587216.1699105264
5,Beauregard,27,"4/10/2020, 11:00 AM",1488,-10390928.624963773,3587216.1699105264
5,Beauregard,27,"4/12/2020, 11:00 AM",1558,-10390928.624963773,3587216.1699105264
5,Beauregard,28,"4/13/2020, 11:00 AM",1624,-10390928.624963773,3587216.1699105264
5,Beauregard,5,"3/31/2020, 11:00 AM",1650,-10390928.624963773,3587216.1699105264
5,Beauregard,8,"4/1/2020, 11:00 AM",1732,-10390928.624963773,3587216.1699105264
5,Beauregard,10,"4/2/2020, 11:00 AM",1830,-10390928.624963773,3587216.1699105264
5,Beauregard,15,"4/4/2020, 11:00 AM",1855,-10390928.624963773,3587216.1699105264
5,Beauregard,27,"4/11/2020, 11:00 AM",1869,-10390928.624963773,3587216.1699105264
5,Beauregard,23,"4/8/2020, 11:00 AM",1882,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/18/2020, 11:00 AM",2016,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/19/2020, 11:00 AM",2082,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/17/2020, 11:00 AM",2153,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/23/2020, 11:00 AM",2254,-10390928.624963773,3587216.1699105264
5,Beauregard,36,"4/27/2020, 11:00 AM",2322,-10390928.624963773,3587216.1699105264
5,Beauregard,37,"4/28/2020, 11:00 AM",2390,-10390928.624963773,3587216.1699105264
5,Beauregard,28,"4/14/2020, 11:00 AM",2467,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/26/2020, 11:00 AM",2559,-10390928.624963773,3587216.1699105264
5,Beauregard,36,"4/20/2020, 11:00 AM",2663,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/24/2020, 11:00 AM",2724,-10390928.624963773,3587216.1699105264
5,Beauregard,35,"4/25/2020, 11:00 AM",2790,-10390928.624963773,3587216.1699105264
5,Beauregard,30,"4/15/2020, 11:00 AM",2825,-10390928.624963773,3587216.1699105264
5,Beauregard,33,"4/16/2020, 11:00 AM",2891,-10390928.624963773,3587216.1699105264
5,Beauregard,36,"4/21/2020, 11:00 AM",2914,-10390928.624963773,3587216.1699105264
