Parish,LDHH,Cumulative Cases,DateTime,FID,x,y
East Baton Rouge,2,,"3/14/2020, 11:00 AM",559,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,,"3/15/2020, 11:00 AM",625,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,58,"3/24/2020, 11:00 AM",710,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,20,"3/22/2020, 11:00 AM",766,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,153,"3/28/2020, 11:00 AM",868,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,,"3/16/2020, 11:00 AM",949,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,816,"4/6/2020, 11:00 AM",1037,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,892,"4/7/2020, 11:00 AM",1083,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,164,"3/29/2020, 11:00 AM",1115,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,188,"3/30/2020, 11:00 AM",1181,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,935,"4/8/2020, 11:00 AM",1279,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,228,"3/31/2020, 11:00 AM",1355,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,621,"4/4/2020, 11:00 AM",1417,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1000,"4/9/2020, 11:00 AM",1451,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1088,"4/10/2020, 11:00 AM",1517,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,244,"4/1/2020, 11:00 AM",1523,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1223,"4/12/2020, 11:00 AM",1561,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,656,"4/5/2020, 11:00 AM",1627,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1158,"4/11/2020, 11:00 AM",1716,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1273,"4/13/2020, 11:00 AM",1818,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,325,"4/2/2020, 11:00 AM",1883,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,389,"4/3/2020, 11:00 AM",1937,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1295,"4/14/2020, 11:00 AM",2063,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1424,"4/17/2020, 11:00 AM",2151,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1476,"4/18/2020, 11:00 AM",2217,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1325,"4/15/2020, 11:00 AM",2244,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1389,"4/16/2020, 11:00 AM",2332,-10140715.805507733,3572952.0446759933
East Baton Rouge,2,1512,"4/19/2020, 11:00 AM",2393,-10140715.805507733,3572952.0446759933
East Carroll,8,,"3/25/2020, 11:00 AM",50,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/26/2020, 11:00 AM",121,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/27/2020, 11:00 AM",187,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/19/2020, 11:00 AM",265,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/17/2020, 11:00 AM",335,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/20/2020, 11:00 AM",359,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/18/2020, 11:00 AM",436,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/21/2020, 11:00 AM",511,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/23/2020, 11:00 AM",539,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/14/2020, 11:00 AM",560,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/15/2020, 11:00 AM",626,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/24/2020, 11:00 AM",711,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/22/2020, 11:00 AM",767,-10156233.742524315,3859896.394859259
East Carroll,8,1,"3/28/2020, 11:00 AM",869,-10156233.742524315,3859896.394859259
East Carroll,8,,"3/16/2020, 11:00 AM",950,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/6/2020, 11:00 AM",1038,-10156233.742524315,3859896.394859259
East Carroll,8,1,"3/29/2020, 11:00 AM",1116,-10156233.742524315,3859896.394859259
East Carroll,8,1,"3/30/2020, 11:00 AM",1182,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/7/2020, 11:00 AM",1214,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/8/2020, 11:00 AM",1280,-10156233.742524315,3859896.394859259
East Carroll,8,1,"3/31/2020, 11:00 AM",1356,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/9/2020, 11:00 AM",1452,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/10/2020, 11:00 AM",1518,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/4/2020, 11:00 AM",1521,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/1/2020, 11:00 AM",1549,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/12/2020, 11:00 AM",1566,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/5/2020, 11:00 AM",1628,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/11/2020, 11:00 AM",1717,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/13/2020, 11:00 AM",1819,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/2/2020, 11:00 AM",1884,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/3/2020, 11:00 AM",1938,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/14/2020, 11:00 AM",2064,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/17/2020, 11:00 AM",2152,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/18/2020, 11:00 AM",2218,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/15/2020, 11:00 AM",2246,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/16/2020, 11:00 AM",2333,-10156233.742524315,3859896.394859259
East Carroll,8,1,"4/19/2020, 11:00 AM",2394,-10156233.742524315,3859896.394859259
East Feliciana,2,,"3/25/2020, 11:00 AM",51,-10135138.699018989,3612660.396081652
East Feliciana,2,4,"3/26/2020, 11:00 AM",122,-10135138.699018989,3612660.396081652
East Feliciana,2,5,"3/27/2020, 11:00 AM",188,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/19/2020, 11:00 AM",266,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/17/2020, 11:00 AM",336,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/20/2020, 11:00 AM",360,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/18/2020, 11:00 AM",437,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/21/2020, 11:00 AM",515,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/14/2020, 11:00 AM",561,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/15/2020, 11:00 AM",627,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/23/2020, 11:00 AM",643,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/24/2020, 11:00 AM",712,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/22/2020, 11:00 AM",768,-10135138.699018989,3612660.396081652
East Feliciana,2,6,"3/28/2020, 11:00 AM",870,-10135138.699018989,3612660.396081652
East Feliciana,2,,"3/16/2020, 11:00 AM",951,-10135138.699018989,3612660.396081652
East Feliciana,2,65,"4/10/2020, 11:00 AM",1016,-10135138.699018989,3612660.396081652
East Feliciana,2,39,"4/6/2020, 11:00 AM",1039,-10135138.699018989,3612660.396081652
East Feliciana,2,8,"3/29/2020, 11:00 AM",1117,-10135138.699018989,3612660.396081652
East Feliciana,2,8,"3/30/2020, 11:00 AM",1183,-10135138.699018989,3612660.396081652
East Feliciana,2,39,"4/7/2020, 11:00 AM",1215,-10135138.699018989,3612660.396081652
East Feliciana,2,39,"4/8/2020, 11:00 AM",1281,-10135138.699018989,3612660.396081652
East Feliciana,2,9,"3/31/2020, 11:00 AM",1357,-10135138.699018989,3612660.396081652
East Feliciana,2,59,"4/9/2020, 11:00 AM",1453,-10135138.699018989,3612660.396081652
East Feliciana,2,22,"4/4/2020, 11:00 AM",1547,-10135138.699018989,3612660.396081652
East Feliciana,2,10,"4/1/2020, 11:00 AM",1554,-10135138.699018989,3612660.396081652
East Feliciana,2,27,"4/5/2020, 11:00 AM",1629,-10135138.699018989,3612660.396081652
East Feliciana,2,67,"4/11/2020, 11:00 AM",1718,-10135138.699018989,3612660.396081652
East Feliciana,2,71,"4/12/2020, 11:00 AM",1754,-10135138.699018989,3612660.396081652
East Feliciana,2,73,"4/13/2020, 11:00 AM",1820,-10135138.699018989,3612660.396081652
East Feliciana,2,14,"4/2/2020, 11:00 AM",1885,-10135138.699018989,3612660.396081652
East Feliciana,2,19,"4/3/2020, 11:00 AM",1939,-10135138.699018989,3612660.396081652
East Feliciana,2,77,"4/14/2020, 11:00 AM",2065,-10135138.699018989,3612660.396081652
East Feliciana,2,90,"4/17/2020, 11:00 AM",2153,-10135138.699018989,3612660.396081652
East Feliciana,2,90,"4/18/2020, 11:00 AM",2219,-10135138.699018989,3612660.396081652
East Feliciana,2,81,"4/15/2020, 11:00 AM",2248,-10135138.699018989,3612660.396081652
East Feliciana,2,84,"4/16/2020, 11:00 AM",2334,-10135138.699018989,3612660.396081652
East Feliciana,2,93,"4/19/2020, 11:00 AM",2395,-10135138.699018989,3612660.396081652
Evangeline,4,2,"3/25/2020, 11:00 AM",52,-10286577.734294157,3597627.73082642
Evangeline,4,2,"3/26/2020, 11:00 AM",123,-10286577.734294157,3597627.73082642
Evangeline,4,4,"3/27/2020, 11:00 AM",189,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/19/2020, 11:00 AM",267,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/17/2020, 11:00 AM",337,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/20/2020, 11:00 AM",361,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/18/2020, 11:00 AM",438,-10286577.734294157,3597627.73082642
Evangeline,4,1,"3/21/2020, 11:00 AM",544,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/14/2020, 11:00 AM",562,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/15/2020, 11:00 AM",628,-10286577.734294157,3597627.73082642
Evangeline,4,2,"3/23/2020, 11:00 AM",647,-10286577.734294157,3597627.73082642
Evangeline,4,2,"3/24/2020, 11:00 AM",713,-10286577.734294157,3597627.73082642
Evangeline,4,2,"3/22/2020, 11:00 AM",769,-10286577.734294157,3597627.73082642
Evangeline,4,4,"3/28/2020, 11:00 AM",871,-10286577.734294157,3597627.73082642
Evangeline,4,,"3/16/2020, 11:00 AM",952,-10286577.734294157,3597627.73082642
Evangeline,4,23,"4/6/2020, 11:00 AM",1040,-10286577.734294157,3597627.73082642
Evangeline,4,4,"3/29/2020, 11:00 AM",1118,-10286577.734294157,3597627.73082642
Evangeline,4,8,"3/30/2020, 11:00 AM",1184,-10286577.734294157,3597627.73082642
Evangeline,4,23,"4/7/2020, 11:00 AM",1216,-10286577.734294157,3597627.73082642
Evangeline,4,25,"4/8/2020, 11:00 AM",1282,-10286577.734294157,3597627.73082642
Evangeline,4,35,"4/10/2020, 11:00 AM",1290,-10286577.734294157,3597627.73082642
Evangeline,4,10,"3/31/2020, 11:00 AM",1358,-10286577.734294157,3597627.73082642
Evangeline,4,31,"4/9/2020, 11:00 AM",1454,-10286577.734294157,3597627.73082642
Evangeline,4,19,"4/4/2020, 11:00 AM",1552,-10286577.734294157,3597627.73082642
Evangeline,4,11,"4/1/2020, 11:00 AM",1559,-10286577.734294157,3597627.73082642
Evangeline,4,19,"4/5/2020, 11:00 AM",1630,-10286577.734294157,3597627.73082642
Evangeline,4,34,"4/11/2020, 11:00 AM",1719,-10286577.734294157,3597627.73082642
Evangeline,4,36,"4/12/2020, 11:00 AM",1755,-10286577.734294157,3597627.73082642
Evangeline,4,38,"4/13/2020, 11:00 AM",1821,-10286577.734294157,3597627.73082642
Evangeline,4,16,"4/2/2020, 11:00 AM",1886,-10286577.734294157,3597627.73082642
Evangeline,4,18,"4/3/2020, 11:00 AM",1940,-10286577.734294157,3597627.73082642
Evangeline,4,39,"4/14/2020, 11:00 AM",2066,-10286577.734294157,3597627.73082642
Evangeline,4,42,"4/17/2020, 11:00 AM",2154,-10286577.734294157,3597627.73082642
Evangeline,4,43,"4/18/2020, 11:00 AM",2220,-10286577.734294157,3597627.73082642
Evangeline,4,40,"4/15/2020, 11:00 AM",2250,-10286577.734294157,3597627.73082642
Evangeline,4,41,"4/16/2020, 11:00 AM",2335,-10286577.734294157,3597627.73082642
Evangeline,4,43,"4/19/2020, 11:00 AM",2396,-10286577.734294157,3597627.73082642
Franklin,8,,"3/25/2020, 11:00 AM",53,-10205069.603135323,3780849.991122153
Franklin,8,,"3/26/2020, 11:00 AM",124,-10205069.603135323,3780849.991122153
Franklin,8,,"3/27/2020, 11:00 AM",190,-10205069.603135323,3780849.991122153
Franklin,8,,"3/19/2020, 11:00 AM",268,-10205069.603135323,3780849.991122153
Franklin,8,,"3/17/2020, 11:00 AM",338,-10205069.603135323,3780849.991122153
Franklin,8,,"3/20/2020, 11:00 AM",362,-10205069.603135323,3780849.991122153
Franklin,8,,"3/18/2020, 11:00 AM",439,-10205069.603135323,3780849.991122153
Franklin,8,,"3/21/2020, 11:00 AM",546,-10205069.603135323,3780849.991122153
Franklin,8,,"3/14/2020, 11:00 AM",563,-10205069.603135323,3780849.991122153
Franklin,8,,"3/15/2020, 11:00 AM",629,-10205069.603135323,3780849.991122153
Franklin,8,,"3/23/2020, 11:00 AM",648,-10205069.603135323,3780849.991122153
Franklin,8,,"3/24/2020, 11:00 AM",714,-10205069.603135323,3780849.991122153
Franklin,8,,"3/22/2020, 11:00 AM",770,-10205069.603135323,3780849.991122153
Franklin,8,4,"3/28/2020, 11:00 AM",872,-10205069.603135323,3780849.991122153
Franklin,8,,"3/16/2020, 11:00 AM",953,-10205069.603135323,3780849.991122153
Franklin,8,28,"4/6/2020, 11:00 AM",1041,-10205069.603135323,3780849.991122153
Franklin,8,4,"3/29/2020, 11:00 AM",1119,-10205069.603135323,3780849.991122153
Franklin,8,5,"3/30/2020, 11:00 AM",1185,-10205069.603135323,3780849.991122153
Franklin,8,28,"4/7/2020, 11:00 AM",1217,-10205069.603135323,3780849.991122153
Franklin,8,30,"4/8/2020, 11:00 AM",1283,-10205069.603135323,3780849.991122153
Franklin,8,5,"3/31/2020, 11:00 AM",1359,-10205069.603135323,3780849.991122153
Franklin,8,40,"4/10/2020, 11:00 AM",1418,-10205069.603135323,3780849.991122153
Franklin,8,37,"4/9/2020, 11:00 AM",1455,-10205069.603135323,3780849.991122153
Franklin,8,19,"4/4/2020, 11:00 AM",1557,-10205069.603135323,3780849.991122153
Franklin,8,5,"4/1/2020, 11:00 AM",1564,-10205069.603135323,3780849.991122153
Franklin,8,25,"4/5/2020, 11:00 AM",1631,-10205069.603135323,3780849.991122153
Franklin,8,47,"4/11/2020, 11:00 AM",1720,-10205069.603135323,3780849.991122153
Franklin,8,48,"4/12/2020, 11:00 AM",1756,-10205069.603135323,3780849.991122153
Franklin,8,5,"4/2/2020, 11:00 AM",1887,-10205069.603135323,3780849.991122153
Franklin,8,10,"4/3/2020, 11:00 AM",1941,-10205069.603135323,3780849.991122153
Franklin,8,49,"4/13/2020, 11:00 AM",2001,-10205069.603135323,3780849.991122153
Franklin,8,49,"4/14/2020, 11:00 AM",2067,-10205069.603135323,3780849.991122153
Franklin,8,67,"4/17/2020, 11:00 AM",2155,-10205069.603135323,3780849.991122153
Franklin,8,78,"4/18/2020, 11:00 AM",2221,-10205069.603135323,3780849.991122153
Franklin,8,53,"4/15/2020, 11:00 AM",2252,-10205069.603135323,3780849.991122153
Franklin,8,58,"4/16/2020, 11:00 AM",2336,-10205069.603135323,3780849.991122153
Franklin,8,81,"4/19/2020, 11:00 AM",2397,-10205069.603135323,3780849.991122153
Grant,6,1,"3/25/2020, 11:00 AM",54,-10303676.408080004,3710901.1912284456
Grant,6,1,"3/26/2020, 11:00 AM",125,-10303676.408080004,3710901.1912284456
Grant,6,1,"3/27/2020, 11:00 AM",191,-10303676.408080004,3710901.1912284456
Grant,6,,"3/19/2020, 11:00 AM",269,-10303676.408080004,3710901.1912284456
Grant,6,,"3/17/2020, 11:00 AM",339,-10303676.408080004,3710901.1912284456
Grant,6,,"3/20/2020, 11:00 AM",363,-10303676.408080004,3710901.1912284456
Grant,6,,"3/18/2020, 11:00 AM",440,-10303676.408080004,3710901.1912284456
Grant,6,,"3/21/2020, 11:00 AM",547,-10303676.408080004,3710901.1912284456
Grant,6,,"3/14/2020, 11:00 AM",564,-10303676.408080004,3710901.1912284456
Grant,6,,"3/15/2020, 11:00 AM",630,-10303676.408080004,3710901.1912284456
Grant,6,1,"3/23/2020, 11:00 AM",649,-10303676.408080004,3710901.1912284456
Grant,6,1,"3/24/2020, 11:00 AM",715,-10303676.408080004,3710901.1912284456
Grant,6,,"3/22/2020, 11:00 AM",771,-10303676.408080004,3710901.1912284456
Grant,6,1,"3/28/2020, 11:00 AM",873,-10303676.408080004,3710901.1912284456
Grant,6,,"3/16/2020, 11:00 AM",954,-10303676.408080004,3710901.1912284456
Grant,6,10,"4/6/2020, 11:00 AM",1042,-10303676.408080004,3710901.1912284456
Grant,6,2,"3/29/2020, 11:00 AM",1120,-10303676.408080004,3710901.1912284456
Grant,6,2,"3/30/2020, 11:00 AM",1186,-10303676.408080004,3710901.1912284456
Grant,6,10,"4/7/2020, 11:00 AM",1218,-10303676.408080004,3710901.1912284456
Grant,6,10,"4/8/2020, 11:00 AM",1284,-10303676.408080004,3710901.1912284456
Grant,6,2,"3/31/2020, 11:00 AM",1360,-10303676.408080004,3710901.1912284456
Grant,6,10,"4/9/2020, 11:00 AM",1456,-10303676.408080004,3710901.1912284456
Grant,6,11,"4/10/2020, 11:00 AM",1520,-10303676.408080004,3710901.1912284456
Grant,6,9,"4/4/2020, 11:00 AM",1562,-10303676.408080004,3710901.1912284456
Grant,6,8,"4/5/2020, 11:00 AM",1632,-10303676.408080004,3710901.1912284456
Grant,6,11,"4/11/2020, 11:00 AM",1721,-10303676.408080004,3710901.1912284456
Grant,6,3,"4/1/2020, 11:00 AM",1752,-10303676.408080004,3710901.1912284456
Grant,6,11,"4/12/2020, 11:00 AM",1757,-10303676.408080004,3710901.1912284456
Grant,6,5,"4/2/2020, 11:00 AM",1888,-10303676.408080004,3710901.1912284456
Grant,6,5,"4/3/2020, 11:00 AM",1942,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/13/2020, 11:00 AM",2002,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/14/2020, 11:00 AM",2068,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/17/2020, 11:00 AM",2156,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/18/2020, 11:00 AM",2222,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/15/2020, 11:00 AM",2254,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/16/2020, 11:00 AM",2337,-10303676.408080004,3710901.1912284456
Grant,6,12,"4/19/2020, 11:00 AM",2398,-10303676.408080004,3710901.1912284456
Iberia,4,2,"3/25/2020, 11:00 AM",55,-10213919.50265339,3499442.344662809
Iberia,4,3,"3/26/2020, 11:00 AM",126,-10213919.50265339,3499442.344662809
Iberia,4,4,"3/27/2020, 11:00 AM",192,-10213919.50265339,3499442.344662809
Iberia,4,,"3/19/2020, 11:00 AM",270,-10213919.50265339,3499442.344662809
Iberia,4,,"3/17/2020, 11:00 AM",340,-10213919.50265339,3499442.344662809
Iberia,4,,"3/20/2020, 11:00 AM",364,-10213919.50265339,3499442.344662809
Iberia,4,,"3/18/2020, 11:00 AM",441,-10213919.50265339,3499442.344662809
Iberia,4,,"3/21/2020, 11:00 AM",549,-10213919.50265339,3499442.344662809
Iberia,4,,"3/14/2020, 11:00 AM",565,-10213919.50265339,3499442.344662809
Iberia,4,,"3/15/2020, 11:00 AM",631,-10213919.50265339,3499442.344662809
Iberia,4,3,"3/23/2020, 11:00 AM",650,-10213919.50265339,3499442.344662809
Iberia,4,2,"3/24/2020, 11:00 AM",716,-10213919.50265339,3499442.344662809
Iberia,4,2,"3/22/2020, 11:00 AM",772,-10213919.50265339,3499442.344662809
Iberia,4,9,"3/28/2020, 11:00 AM",874,-10213919.50265339,3499442.344662809
Iberia,4,,"3/16/2020, 11:00 AM",955,-10213919.50265339,3499442.344662809
Iberia,4,83,"4/6/2020, 11:00 AM",1043,-10213919.50265339,3499442.344662809
Iberia,4,11,"3/29/2020, 11:00 AM",1121,-10213919.50265339,3499442.344662809
Iberia,4,18,"3/30/2020, 11:00 AM",1187,-10213919.50265339,3499442.344662809
Iberia,4,89,"4/7/2020, 11:00 AM",1219,-10213919.50265339,3499442.344662809
Iberia,4,97,"4/8/2020, 11:00 AM",1285,-10213919.50265339,3499442.344662809
Iberia,4,36,"3/31/2020, 11:00 AM",1361,-10213919.50265339,3499442.344662809
Iberia,4,108,"4/9/2020, 11:00 AM",1457,-10213919.50265339,3499442.344662809
Iberia,4,121,"4/10/2020, 11:00 AM",1553,-10213919.50265339,3499442.344662809
Iberia,4,68,"4/4/2020, 11:00 AM",1567,-10213919.50265339,3499442.344662809
Iberia,4,69,"4/5/2020, 11:00 AM",1633,-10213919.50265339,3499442.344662809
Iberia,4,128,"4/11/2020, 11:00 AM",1722,-10213919.50265339,3499442.344662809
Iberia,4,136,"4/12/2020, 11:00 AM",1758,-10213919.50265339,3499442.344662809
Iberia,4,49,"4/1/2020, 11:00 AM",1823,-10213919.50265339,3499442.344662809
Iberia,4,67,"4/2/2020, 11:00 AM",1889,-10213919.50265339,3499442.344662809
Iberia,4,78,"4/3/2020, 11:00 AM",1943,-10213919.50265339,3499442.344662809
Iberia,4,142,"4/13/2020, 11:00 AM",2003,-10213919.50265339,3499442.344662809
Iberia,4,148,"4/14/2020, 11:00 AM",2069,-10213919.50265339,3499442.344662809
Iberia,4,175,"4/17/2020, 11:00 AM",2157,-10213919.50265339,3499442.344662809
Iberia,4,176,"4/18/2020, 11:00 AM",2223,-10213919.50265339,3499442.344662809
Iberia,4,159,"4/15/2020, 11:00 AM",2256,-10213919.50265339,3499442.344662809
Iberia,4,164,"4/16/2020, 11:00 AM",2338,-10213919.50265339,3499442.344662809
Iberia,4,184,"4/19/2020, 11:00 AM",2399,-10213919.50265339,3499442.344662809
Iberville,2,14,"3/25/2020, 11:00 AM",56,-10170170.942771632,3531648.978740774
Iberville,2,17,"3/26/2020, 11:00 AM",127,-10170170.942771632,3531648.978740774
Iberville,2,20,"3/27/2020, 11:00 AM",193,-10170170.942771632,3531648.978740774
Iberville,2,,"3/19/2020, 11:00 AM",271,-10170170.942771632,3531648.978740774
Iberville,2,,"3/17/2020, 11:00 AM",341,-10170170.942771632,3531648.978740774
Iberville,2,,"3/20/2020, 11:00 AM",365,-10170170.942771632,3531648.978740774
Iberville,2,,"3/18/2020, 11:00 AM",442,-10170170.942771632,3531648.978740774
Iberville,2,,"3/21/2020, 11:00 AM",551,-10170170.942771632,3531648.978740774
Iberville,2,,"3/14/2020, 11:00 AM",566,-10170170.942771632,3531648.978740774
Iberville,2,,"3/15/2020, 11:00 AM",632,-10170170.942771632,3531648.978740774
Iberville,2,10,"3/23/2020, 11:00 AM",651,-10170170.942771632,3531648.978740774
Iberville,2,14,"3/24/2020, 11:00 AM",717,-10170170.942771632,3531648.978740774
Iberville,2,2,"3/22/2020, 11:00 AM",773,-10170170.942771632,3531648.978740774
Iberville,2,21,"3/28/2020, 11:00 AM",875,-10170170.942771632,3531648.978740774
Iberville,2,,"3/16/2020, 11:00 AM",956,-10170170.942771632,3531648.978740774
Iberville,2,136,"4/6/2020, 11:00 AM",1044,-10170170.942771632,3531648.978740774
Iberville,2,22,"3/29/2020, 11:00 AM",1122,-10170170.942771632,3531648.978740774
Iberville,2,28,"3/30/2020, 11:00 AM",1188,-10170170.942771632,3531648.978740774
Iberville,2,160,"4/7/2020, 11:00 AM",1220,-10170170.942771632,3531648.978740774
Iberville,2,171,"4/8/2020, 11:00 AM",1286,-10170170.942771632,3531648.978740774
Iberville,2,35,"3/31/2020, 11:00 AM",1362,-10170170.942771632,3531648.978740774
Iberville,2,187,"4/9/2020, 11:00 AM",1458,-10170170.942771632,3531648.978740774
Iberville,2,198,"4/10/2020, 11:00 AM",1558,-10170170.942771632,3531648.978740774
Iberville,2,119,"4/4/2020, 11:00 AM",1568,-10170170.942771632,3531648.978740774
Iberville,2,122,"4/5/2020, 11:00 AM",1634,-10170170.942771632,3531648.978740774
Iberville,2,214,"4/11/2020, 11:00 AM",1723,-10170170.942771632,3531648.978740774
Iberville,2,232,"4/12/2020, 11:00 AM",1759,-10170170.942771632,3531648.978740774
Iberville,2,36,"4/1/2020, 11:00 AM",1824,-10170170.942771632,3531648.978740774
Iberville,2,69,"4/2/2020, 11:00 AM",1890,-10170170.942771632,3531648.978740774
Iberville,2,81,"4/3/2020, 11:00 AM",1944,-10170170.942771632,3531648.978740774
Iberville,2,241,"4/13/2020, 11:00 AM",2004,-10170170.942771632,3531648.978740774
Iberville,2,253,"4/14/2020, 11:00 AM",2070,-10170170.942771632,3531648.978740774
Iberville,2,270,"4/18/2020, 11:00 AM",2112,-10170170.942771632,3531648.978740774
Iberville,2,267,"4/17/2020, 11:00 AM",2158,-10170170.942771632,3531648.978740774
Iberville,2,256,"4/15/2020, 11:00 AM",2258,-10170170.942771632,3531648.978740774
Iberville,2,258,"4/16/2020, 11:00 AM",2339,-10170170.942771632,3531648.978740774
Iberville,2,274,"4/19/2020, 11:00 AM",2400,-10170170.942771632,3531648.978740774
Jackson,8,1,"3/25/2020, 11:00 AM",57,-10303487.164945656,3803043.454476528
Jackson,8,1,"3/26/2020, 11:00 AM",128,-10303487.164945656,3803043.454476528
Jackson,8,3,"3/27/2020, 11:00 AM",194,-10303487.164945656,3803043.454476528
Jackson,8,,"3/19/2020, 11:00 AM",272,-10303487.164945656,3803043.454476528
Jackson,8,,"3/17/2020, 11:00 AM",342,-10303487.164945656,3803043.454476528
Jackson,8,,"3/20/2020, 11:00 AM",366,-10303487.164945656,3803043.454476528
Jackson,8,,"3/18/2020, 11:00 AM",443,-10303487.164945656,3803043.454476528
Jackson,8,,"3/14/2020, 11:00 AM",567,-10303487.164945656,3803043.454476528
Jackson,8,,"3/15/2020, 11:00 AM",633,-10303487.164945656,3803043.454476528
Jackson,8,,"3/23/2020, 11:00 AM",652,-10303487.164945656,3803043.454476528
Jackson,8,,"3/24/2020, 11:00 AM",718,-10303487.164945656,3803043.454476528
Jackson,8,,"3/21/2020, 11:00 AM",735,-10303487.164945656,3803043.454476528
Jackson,8,,"3/22/2020, 11:00 AM",774,-10303487.164945656,3803043.454476528
Jackson,8,2,"3/28/2020, 11:00 AM",876,-10303487.164945656,3803043.454476528
Jackson,8,,"3/16/2020, 11:00 AM",957,-10303487.164945656,3803043.454476528
Jackson,8,4,"4/6/2020, 11:00 AM",1045,-10303487.164945656,3803043.454476528
Jackson,8,2,"3/29/2020, 11:00 AM",1123,-10303487.164945656,3803043.454476528
Jackson,8,2,"3/30/2020, 11:00 AM",1189,-10303487.164945656,3803043.454476528
Jackson,8,5,"4/7/2020, 11:00 AM",1221,-10303487.164945656,3803043.454476528
Jackson,8,5,"4/8/2020, 11:00 AM",1287,-10303487.164945656,3803043.454476528
Jackson,8,3,"3/31/2020, 11:00 AM",1363,-10303487.164945656,3803043.454476528
