"Week","HighwayClass","crashCount","Pedestrian","Bicycle","NonMotorist","Motorcycle","Fatal","iceCrashes","icePresent","home","covid","holiday","5-MA","4-MA","2x4-MA","26-MA","dn_crashes","season_adjust","dn_multi","season_adjust_multi","stl_dn_crashes","stl_season_adjust"
2020 W18,"20",74,0,0,0,1,0,0,0,0,1,0,76,80.75,78.375,93.3076923076923,106.277052514793,71.5979474852071,73.2976037798642,72.9614073666065,104.732375339792,73.2569271720847
2020 W19,"20",92,2,1,3,2,0,0,0,0,1,0,83.8,84.5,82.625,93.3076923076923,113.540514053254,82.0652551775148,91.1780062078054,85.1632991432402,109.659949020649,86.1092267534229
2020 W20,"20",76,0,0,0,0,0,0,0,0,1,0,83.6,86,85.25,93.3076923076923,106.198206360947,73.1864090236686,75.2775389818494,74.6913544918779,108.714703777102,70.8343452591641
2020 W21,"20",96,1,1,2,3,1,0,0,0,1,0,88.8,88,87,92.5,100.332821745562,98.446024408284,95.0452538070812,98.1277120779768,101.406910579512,97.9220117189485
2020 W22,"20",80,1,1,2,0,3,0,0,0,1,1,88,91,89.5,91.7692307692308,87.1674371301775,95.2844859467456,79.098993169944,92.3098824446823,85.1829600937048,97.9258354669507
2020 W23,"20",100,0,2,2,0,0,0,0,0,1,0,90.8,89.5,90.25,91.0384615384615,90.5116678994083,112.036409023669,98.9161393092567,111.147829488239,89.9677144630394,112.920954359811
2020 W24,"20",88,4,0,4,1,0,0,0,0,1,0,93,96.25,92.875,88.8846153846154,91.7424371301775,98.4594859467456,87.0522105549054,96.8659039606775,91.5332926669497,99.1352494180951
2020 W25,"20",90,2,1,3,2,1,0,0,0,1,0,95.6,94.5,95.375,89.6923076923077,89.155898668639,102.57487056213,89.0081591811957,100.900729451436,91.8159199943861,100.632495352853
2020 W26,"20",107,2,1,2,0,0,0,0,0,1,0,95.4,97.25,95.875,92.1153846153846,84.9251294378698,123.507562869822,105.782372334443,123.507252345811,86.4470227990082,122.781265810426
2020 W27,"20",93,0,0,0,2,0,0,0,0,1,1,96.8,98.5,97.875,94.9230769230769,88.1010909763314,105.773909023669,91.969072857827,103.9947754667,89.1320893084446,105.876072563184
2020 W28,"20",99,0,1,1,1,1,0,0,0,1,0,96,93.25,95.875,97.5769230769231,83.0424371301775,116.447947485207,97.8491358138539,115.650784705891,84.9382205303055,116.152587323795
2020 W29,"20",95,2,1,3,3,0,0,0,0,1,0,100,101.75,97.5,99.0769230769231,83.0405140532544,112.353716715976,93.8998580679036,110.44790300979,83.7399455448314,113.433508291741
2020 W30,"20",86,1,0,1,0,0,0,0,0,1,0,103,104,102.875,100.307692307692,85.5232063609467,100.832562869822,85.0209423936738,98.2540792040971,86.7680162334268,101.488083585617
2020 W31,"20",127,2,1,3,2,2,0,0,0,1,0,105.8,108.5,106.25,102.384615384615,91.8578217455621,135.613332100592,125.654047226638,135.229428162116,92.9446229974978,136.394122804018
2020 W32,"20",108,1,0,1,1,1,0,0,0,0,0,104.6,109.25,108.875,103.615384615385,93.7885909763313,114.778716715976,106.864729559644,114.171091689284,98.0544958604486,112.366895923539
2020 W33,"20",113,0,0,0,0,0,0,0,0,0,0,103.8,98,103.625,104.807692307692,103.20012943787,110.097947485207,111.903196078013,110.007324137022,106.532647804252,108.971389962207
2020 W34,"20",89,4,1,5,1,2,0,0,0,0,0,101.6,100,99,105.346153846154,112.030898668639,76.6902551775148,88.1899639522232,80.7777293412808,113.4962868055,78.0903969434312
2020 W35,"20",82,1,0,1,2,0,0,0,0,0,0,97,93,96.5,106.038461538462,113.05012943787,68.2575628698225,81.2534113412099,74.1419968075442,115.303113701639,69.3662160297636
2020 W36,"20",116,1,0,1,1,0,0,0,0,0,0,94,95.25,94.125,106.923076923077,107.909744822485,107.330639792899,114.916179762757,107.558737197976,111.029898947844,107.72207676603
2020 W37,"20",85,2,0,2,0,2,0,0,0,0,1,102.8,108,101.625,107.807692307692,112.705898668639,71.1787167159763,84.2260352431214,76.5332073051877,119.181476322145,68.6531453742007
2020 W38,"20",98,2,0,2,0,0,0,0,0,0,0,112.4,111.5,109.75,108.923076923077,108.682821745562,88.2498705621302,97.0760464785833,91.4092094409244,112.806891407094,88.5189632497599
2020 W39,"20",133,1,1,2,0,0,0,0,1,0,0,117.6,125.75,118.625,107.730769230769,127.263590976331,105.746024408284,131.921748049249,107.835562882281,130.084918579211,106.732169038151
2020 W40,"20",130,1,1,2,4,0,0,0,0,0,0,119.8,125.25,125.5,107.230769230769,116.561667899408,114.919101331361,128.869115742741,114.763004337638,120.261099262697,114.047221315172
2020 W41,"20",142,2,0,2,3,0,0,0,0,0,0,122.8,120.25,122.75,106.923076923077,116.238590976331,128.67487056213,140.775771742583,125.989567683989,118.735174534012,128.064379004366
2020 W42,"20",96,0,0,0,0,0,0,0,0,0,0,121.8,119.75,120,107.653846153846,117.642437130178,82.4729474852071,95.1682528967802,86.5976695544641,117.181494935074,84.1092915638116
2020 W43,"20",113,0,0,0,1,0,0,0,1,0,0,120.6,115.25,117.5,108.038461538462,117.138590976331,101.101793639053,112.028918487612,102.196991856619,116.81584957074,101.966169888654
2020 W44,"20",128,1,0,1,1,0,0,0,0,0,0,113.6,118,116.625,107.884615384615,136.773206360947,97.4671782544379,127.043450799366,101.624154978851,134.650718304487,99.6225341154145
2020 W45,"20",124,3,1,4,0,1,0,0,0,0,0,116.4,117.25,117.625,107.769230769231,118.611667899408,112.676793639053,122.948117629987,112.854841198118,117.210742073791,113.553743306618
