"Week","HighwayClass","crashCount","Pedestrian","Bicycle","NonMotorist","Motorcycle","Fatal","iceCrashes","icePresent","home","covid","holiday","5-MA","4-MA","2x4-MA","26-MA","dn_crashes","season_adjust","dn_multi","season_adjust_multi","stl_dn_crashes","stl_season_adjust"
2020 W46,"20",107,3,2,5,0,0,0,0,0,0,0,113.4,109.75,113.5,106.807692307692,117.55012943787,97.8344859467456,106.083423431619,99.3427988344803,116.645104240352,97.6106141005649
2020 W47,"20",110,2,2,4,0,0,0,0,0,0,0,112.4,109.5,109.625,106.269230769231,122.655898668639,96.546024408284,109.100316048426,98.247217673322,125.144996897871,92.6019544035547
2020 W48,"20",98,1,2,3,0,1,0,0,0,0,1,109.8,110.5,110,106.692307692308,96.3135909763314,111.513332100592,96.9919975771259,110.705804558346,94.0539325908817,112.33654466952
2020 W49,"20",123,1,0,1,0,0,0,0,1,0,0,112.2,112.75,111.625,107.461538461538,117.723206360947,115.497947485207,121.949881873582,115.745231568521,118.607017474407,113.426985744971
2020 W50,"20",111,0,2,2,0,1,0,0,0,0,0,105.4,107.25,110,108.153846153846,126.811667899408,94.8614090236686,110.119346768418,97.4646028413991,126.246528896195,94.4310002821585
2020 W51,"20",119,1,0,1,0,1,0,0,1,0,0,101.8,96.5,101.875,109,121.261667899408,108.997947485207,118.014108018777,109.689962641598,117.390819704412,111.930235432918
2020 W52,"20",76,0,1,1,0,0,0,0,0,0,1,95.4,91.5,94,109.230769230769,89.8212832840237,97.5152551775148,75.1667466457562,92.7715441229756,90.736462238364,96.228118857942
2020 W53,"20",80,1,0,1,1,0,0,0,0,0,1,96,90.25,90.875,109.653846153846,88.3020525147929,103.284485946746,79.1130620165729,98.9703394006863,85.6413605617341,105.966746493548
2021 W01,"20",91,0,0,0,0,0,0,0,0,0,0,91.4,95.25,92.75,109.5,101.228975591716,102.069101331361,90.1044621832603,100.567174631763,99.0437646215273,104.207868392731
2021 W02,"20",114,1,0,1,2,1,0,0,0,0,0,100.8,106,100.625,110.307692307692,106.886667899408,120.026793639053,112.942220863646,119.437503828875,108.465839930238,118.429319042996
2021 W03,"20",96,0,0,0,1,0,0,0,0,0,1,105.8,109.5,107.75,111.269230769231,96.6116678994083,112.984485946746,95.0139087931781,112.016168436483,96.9570898800283,112.581595052182
2021 W04,"20",123,1,2,3,1,3,0,0,0,0,0,105.2,103,106.25,111,116.038590976331,120.711409023669,121.942907674843,120.244251986593,113.709897487357,123.47231340383
2021 W05,"20",105,1,0,1,0,0,0,0,0,0,0,97.4,97.75,100.375,112.153846153846,108.513590976331,110.063332100592,104.034622345987,109.64462355,110.792714513811,108.96436214043
2021 W06,"20",88,0,1,1,0,0,1,1,0,0,0,96.8,90.25,94,112.961538461538,106.361667899408,95.446024408284,87.1737411834492,94.0346091605373,105.669109518289,97.6628328990049
2021 W07,"20",75,2,0,2,0,0,9,1,0,0,1,99.4,98,94.125,113.692307692308,112.30012943787,77.2191013313609,74.3320106668511,76.4976245942674,111.776103925362,79.1307042549866
2021 W08,"20",93,2,3,5,1,1,0,0,0,0,0,99,101.75,99.875,114.230769230769,111.97512943787,96.7652551775148,92.1684069342961,96.248901268053,111.562634948059,97.9190389953432
2021 W09,"20",136,0,0,0,0,0,0,0,0,0,0,105.4,113,107.375,113.692307692308,119.313590976331,133.301793639053,134.867571884599,132.058540226813,121.853091007771,131.203448698685
2021 W10,"20",103,1,0,1,2,2,0,0,0,0,0,118.2,124.5,118.75,114.269230769231,124.840514053254,95.746024408284,102.181445810059,96.2509537383311,126.85541697105,93.7759884984599
2021 W11,"20",120,3,0,3,0,0,0,0,0,0,0,127.8,125.75,125.125,114.038461538462,125.534744822485,113.561409023669,119.037277440598,114.656554045668,126.064053385551,112.142217847013
2021 W12,"20",139,2,0,2,1,0,0,0,0,0,0,128.2,134.5,130.125,114.653846153846,119.771283284024,139.247947485207,137.830586415547,140.352118857128,118.65050789714,139.130629098477
2021 W13,"20",141,1,0,1,1,0,0,0,0,0,1,131,133.75,134.125,116.730769230769,124.261667899408,137.411409023669,139.853196782822,138.38827284216,119.647897741557,140.708105017114
2021 W14,"20",138,1,0,1,0,0,0,0,0,0,0,134.6,133.5,133.625,118.307692307692,125.402052514793,133.665255177515,136.891080622914,134.253883431682,124.428426417852,133.502442103874
2021 W15,"20",117,0,0,0,1,0,0,0,0,0,0,131,128.5,131,118.769230769231,104.771283284024,133.603716715976,115.865060816172,137.753243437132,109.754329045393,127.668679424052
2021 W16,"20",138,1,0,1,0,0,0,0,0,0,0,133.6,132.5,130.5,119.923076923077,114.667437130178,145.303716715976,136.790394811686,147.536940516896,115.941509956965,142.9736384602
2021 W17,"20",121,1,0,1,1,0,0,0,0,0,0,131.6,135.25,133.875,119.153846153846,124.844360207101,118.597947485207,120.025649198038,119.301760694046,123.975475168451,118.431813196433
2021 W18,"20",154,1,1,2,0,3,0,0,0,0,0,134,133,134.125,119.5,132.713590976331,144.065255177515,152.838920858705,142.555957261511,129.973581854059,145.925846458546
2021 W19,"20",128,1,0,1,0,0,0,0,0,0,0,128.8,130.75,131.875,121.153846153846,125.938590976331,125.186409023669,126.978306879513,125.795965460005,127.328256419167,123.063311841157
2021 W20,"20",129,0,1,1,1,0,0,0,0,0,0,126.4,119.5,125.125,123.846153846154,121.294360207101,131.446024408284,127.934389015238,131.859113104781,120.977218036816,130.906490171228
2021 W21,"20",112,0,1,1,0,0,0,0,0,0,0,120.8,119,119.25,126.153846153846,108.792437130178,127.284485946746,110.958437780227,129.233835422555,106.82797220217,128.547875953594
2021 W22,"20",109,1,1,2,0,1,0,0,0,0,1,117.8,115,117,126.153846153846,112.252052514793,121.036409023669,108.025242306144,121.15113414218,111.346545866612,121.521442236872
2021 W23,"20",126,4,0,4,0,0,0,0,0,0,0,110.4,110,112.5,128.576923076923,114.627052514793,136.459485946746,124.891212722048,138.694362489152,113.673078983528,136.687049067676
2021 W24,"20",113,2,0,2,1,0,0,0,0,0,0,114.8,116.25,113.125,130.653846153846,113.30012943787,125.57487056213,111.993553355135,126.686471422359,113.24701016554,124.605257833384
2021 W25,"20",92,1,1,2,0,0,0,0,0,0,0,119.4,117.75,117,131.192307692308,109.780898668639,108.507562869822,91.1591222962414,106.19315154967,109.245825947932,107.924141117388
2021 W26,"20",134,1,0,1,3,1,0,0,0,0,1,119.4,121,119.375,132.615384615385,113.716475591716,146.773909023669,132.815388734891,149.841934543417,114.129642850076,145.358023281641
2021 W27,"20",132,3,0,3,1,2,0,0,0,0,0,122,129.5,125.25,132.5,109.196283284024,149.447947485207,130.782407652225,154.201046274521,108.416050436165,149.389314761948
2021 W28,"20",126,0,2,2,2,1,0,0,0,0,0,124.2,121.75,125.625,133.192307692308,109.280898668639,143.353716715976,124.843216783727,146.488797676142,107.82697154282,144.29609272169
2021 W29,"20",126,2,0,2,3,2,0,0,0,0,0,120.2,117.25,119.5,133.115384615385,111.744360207101,140.832562869822,124.862718041902,143.953650926933,110.692824215996,141.747939114911
2021 W30,"20",103,3,0,3,0,0,0,0,0,0,0,120,118.5,117.875,134.384615384615,118.146283284024,111.613332100592,102.134785473255,109.674260635417,117.241709519468,112.516752877835
2021 W31,"20",114,0,2,2,1,0,0,0,0,0,0,123.8,123.25,120.875,133.576923076923,120.259744822485,120.778716715976,113.051358709347,120.513930116467,122.948474971209,118.12768649249
2021 W32,"20",131,0,1,1,2,0,0,0,0,0,0,129.2,135.75,129.5,133.807692307692,130.603975591716,128.097947485207,130.001341470553,127.530614707521,131.570114005775,126.823746524321
2021 W33,"20",145,2,0,2,0,0,0,0,0,0,0,135.8,141.25,138.5,134.5,140.973206360947,132.690255177515,143.977144216337,131.604165780738,139.08756882143,133.623990775063
2021 W34,"20",153,0,0,0,1,0,0,0,0,0,0,146.2,150,145.625,133.884615384615,143.088590976331,139.257562869822,151.930481410687,138.338115994564,140.624584716852,140.404673946038
2021 W35,"20",136,1,1,2,2,0,0,0,0,0,0,154.8,157.25,153.625,135.346153846154,138.130898668639,127.330639792899,135.025939684031,126.103347059696,136.869786876445,127.232098489246
2021 W36,"20",166,2,1,3,0,0,1,1,1,0,1,156.4,157.25,157.25,137.038461538462,143.311667899408,152.178716715976,164.845745555876,149.464851913661,146.498050326041,147.676461742452
2021 W37,"20",174,4,1,5,1,1,0,0,1,0,0,161.4,167.75,162.5,138.153846153846,139.682821745562,164.24987056213,172.75090724877,162.297984109396,137.816066082535,164.43107268876
2021 W38,"20",153,1,1,2,3,1,0,0,0,0,0,161.2,160,163.875,138.307692307692,157.359744822485,125.746024408284,152.046533925948,124.051436999917,153.409640728741,127.910124745357
2021 W39,"20",178,3,0,3,0,1,0,0,1,0,0,155,150.25,155.125,136.269230769231,144.994360207101,162.919101331361,176.790448388892,157.137036708458,144.920552816533,161.471839360367
2021 W40,"20",135,3,0,3,3,1,0,0,0,0,0,147.4,146,148.125,135.269230769231,143.286667899408,121.67487056213,134.078351828046,119.778814347454,143.181132892454,120.283885987247
2021 W41,"20",135,2,0,2,2,0,0,0,1,0,0,147.6,140,143,134.192307692308,143.709744822485,121.472947485207,134.064560959278,121.777972810965,138.515738588511,125.021906993993
2021 W42,"20",136,1,0,1,2,0,0,0,0,0,0,138.6,139.5,139.75,133.423076923077,141.763590976331,124.101793639053,135.052879642597,122.998149491152,139.502885073891,125.107387211415
2021 W43,"20",154,4,1,5,1,0,0,0,0,0,0,138.4,139.25,139.375,134.538461538462,160.157821745562,123.467178254438,153.056767124714,122.26656145893,154.048760729216,128.634138258892
2021 W44,"20",133,0,1,1,1,0,0,0,0,0,0,140.8,142,140.625,134.961538461538,141.02512943787,121.676793639053,132.066737674274,121.045918381853,138.425865491976,123.329660198934
2021 W45,"20",134,1,1,2,1,0,0,0,1,0,0,132.8,127.5,134.75,135.192307692308,138.752052514793,124.834485946746,133.03994188468,124.410607886172,136.593959835095,125.957180555274
2021 W46,"20",147,3,1,4,1,2,0,0,1,0,0,131.4,131,129.25,134.461538461538,142.867437130178,133.546024408284,145.985468686861,131.29400907253,148.196964824919,127.149790264909
2021 W47,"20",96,0,0,0,0,0,0,0,1,0,1,138.8,140,135.5,132.923076923077,115.736667899408,109.513332100592,95.1609554938143,108.446502424502,112.358606268906,111.783763520381
2021 W48,"20",147,1,0,1,1,2,0,0,0,0,0,140.4,138.75,139.375,132.615384615385,136.713590976331,139.497947485207,145.929432551895,138.329666996525,137.767665407462,137.170319081284
2021 W49,"20",170,1,1,2,0,0,0,0,0,0,0,130.2,138.75,138.75,130.615384615385,145.109744822485,153.861409023669,168.842608536806,149.2701124598,143.616483228344,154.117115959861
2021 W50,"20",142,1,2,3,0,0,0,0,0,0,0,127.2,122.25,130.5,129.884615384615,138.55012943787,131.997947485207,140.981777504655,130.89054365636,131.707578327756,137.821635559908
2021 W51,"20",96,0,0,0,1,0,0,0,0,0,1,119,106.25,114.25,128.692307692308,106.946283284024,117.515255177515,95.0877805935591,117.185108365864,107.897752494874,115.427076092249
2021 W52,"20",81,3,0,3,0,1,0,0,0,0,1,104.6,95.25,100.75,127.153846153846,105.071283284024,104.284485946746,80.219299068178,100.207468643195,100.296720164864,107.823723121718
2022 W01,"20",106,0,0,0,1,0,0,0,0,0,0,97.4,97.75,96.5,127.576923076923,116.488590976331,117.069101331361,105.081637654932,117.144181439196,113.480163008919,119.435894977122
2022 W02,"20",98,4,0,4,0,0,0,0,0,0,0,104.6,110.5,104.125,127.461538461538,120.752052514793,104.026793639053,97.1901303055546,102.674345396753,121.005296075752,103.706376609748
2022 W03,"20",106,2,1,3,0,1,0,0,0,0,1,113.4,115.25,112.875,125.692307692308,109.246283284024,122.984485946746,105.020171388727,123.684519315284,109.735756010131,122.626565861871
2022 W04,"20",132,2,0,2,0,0,0,0,0,0,0,119.6,125,120.125,125.307692307692,128.307821745562,129.711409023669,130.976008573451,129.042611888051,128.199131869851,129.813839188654
2022 W05,"20",125,1,0,1,1,1,0,0,0,0,0,125.2,130,127.5,125.538461538462,120.830898668639,130.063332100592,123.963182721301,130.52931375,121.396452280513,129.267167964494
2022 W06,"20",137,1,1,2,3,0,0,0,0,0,0,126.6,125.25,127.625,125.423076923077,118.044360207101,144.446024408284,135.833418275751,146.394789261291,116.595908339562,145.718361091947
2022 W07,"20",126,5,0,5,2,0,0,0,0,0,0,125.8,126,125.625,123.923076923077,123.146283284024,128.219101331361,124.97486846379,128.516009318369,121.906723337619,129.058195280393
2022 W08,"20",113,2,0,2,3,1,0,0,0,0,0,123.6,120.25,123.125,124.692307692308,121.590514053254,116.765255177515,112.067074531707,116.947589712796,118.50237995413,119.113187850384
2022 W09,"20",128,2,1,3,1,0,0,0,0,0,1,127.2,127.5,123.875,122.923076923077,127.967437130178,125.301793639053,127.007813889824,124.290390801706,128.548878392824,123.717338598192
2022 W10,"20",114,2,0,2,0,0,0,0,0,0,0,126.4,129.75,128.625,120.576923076923,132.234744822485,106.746024408284,113.147627411296,106.530181807473,131.75242036789,106.164445809629
2022 W11,"20",155,1,0,1,2,0,0,0,0,0,0,131.4,132.25,131,118.423076923077,130.573206360947,148.561409023669,153.806956073318,148.098048975655,131.480355651879,147.087159712142
2022 W12,"20",122,2,0,2,1,0,0,0,0,0,0,135,140.25,136.25,118.961538461538,123.146283284024,122.247947485207,121.001681431662,123.18675180266,122.963573475126,122.254591075398
2022 W13,"20",138,1,0,1,0,0,0,0,0,0,0,138.6,134.5,137.375,119.884615384615,126.165514053254,134.411409023669,136.895029846523,135.443841505093,124.661381758244,136.187226738108
2022 W14,"20",146,1,0,1,1,0,0,0,0,0,0,125.6,126.5,130.5,118.807692307692,126.248206360947,141.665255177515,144.834938197461,142.036717253808,126.690467794413,141.788584647766
2022 W15,"20",132,0,1,1,1,1,0,0,0,0,1,130,128,127.25,118.846153846154,105.155898668639,148.603716715976,130.723600471456,155.413915672661,109.819852857746,144.289643530262
2022 W16,"20",90,0,0,0,0,0,0,0,0,0,0,130.2,126.25,127.125,118.461538461538,114.302052514793,97.3037167159763,89.208756752052,96.2197438153667,117.205286921784,94.5346534120519
2022 W17,"20",144,2,0,2,1,3,0,0,0,0,0,127.2,126,126.125,117.653846153846,123.661667899408,141.597947485207,142.829132399726,141.978954875559,125.787140444254,139.58324383541
2022 W18,"20",139,5,0,5,1,1,0,0,0,0,0,122.4,130.5,128.25,116.423076923077,130.771283284024,129.065255177515,137.935167802825,128.670636749026,131.281637497285,128.719190728207
2022 W19,"20",131,0,2,2,3,1,0,0,0,0,0,127.6,123.5,127,115.384615384615,123.265514053254,128.186409023669,129.931156057025,128.744308400474,125.362064888556,126.269207282764
2022 W20,"20",108,0,0,0,3,1,0,0,0,0,0,119,114,118.75,116.423076923077,117.573206360947,110.446024408284,107.080200103099,110.393676087724,118.393614338952,109.868101778196
2022 W21,"20",116,0,0,0,0,0,0,0,0,0,0,113,108.5,111.25,117.615384615385,104.561667899408,131.284485946746,114.883157070551,133.849329544789,104.745017648721,131.147142414255
2022 W22,"20",101,1,0,1,0,0,0,0,0,0,1,104,103,105.75,117.923076923077,107.348206360947,113.036409023669,100.05968363326,112.259307783121,107.423355101525,113.099248907279
2022 W23,"20",109,1,1,2,2,2,0,0,0,0,0,104.4,101.5,102.25,118.769230769231,107.886667899408,119.459485946746,107.986180563179,119.981631042203,109.050481513726,119.216408979418
2022 W24,"20",86,1,0,1,1,2,0,0,0,0,0,102.2,102.5,102,117.269230769231,104.809744822485,98.5748705621302,85.1786295651179,96.4162525869282,106.455354932593,98.5558220448917
2022 W25,"20",110,1,0,1,0,0,0,0,0,0,0,97.6,94.75,98.625,117.730769230769,100.569360207101,126.507562869822,108.915498723676,126.97007250504,102.710402823436,126.045060638389
2022 W26,"20",105,4,0,4,0,0,0,0,0,0,0,95.6,98,96.375,116.730769230769,104.485706360947,117.773909023669,103.998688032645,117.41345617208,108.681489248967,114.818260697198
2022 W27,"20",78,0,0,0,2,1,1,1,0,0,1,97.6,94.5,96.25,116.192307692308,99.9078217455621,95.4479474852071,77.2235677830876,91.1188000713078,100.63952911473,95.6045073157756
2022 W28,"20",99,2,0,2,0,0,0,0,0,0,0,97.8,96,95.25,115.807692307692,100.059744822485,116.353716715976,98.0197176752723,115.098341031254,99.8510022289588,117.137320685887
2022 W29,"20",96,2,0,2,1,0,0,0,0,0,0,95.4,99.75,97.875,117.461538461538,102.609744822485,110.832562869822,95.0661033975749,109.678972134806,101.745918930661,111.986690468525
2022 W30,"20",111,3,1,4,0,0,0,0,0,0,0,101.8,102.5,101.125,116.576923076923,108.771283284024,119.613332100592,109.993116351545,118.192649810984,107.858364817482,120.618531066044
2022 W31,"20",93,3,1,4,1,1,0,0,0,0,0,112.6,116.75,109.625,115.923076923077,110.452052514793,99.7787167159763,92.1613635544112,98.3139956213282,113.353306749385,96.8678756184818
2022 W32,"20",110,1,0,1,0,0,0,0,0,0,0,122.2,125,120.875,114.923076923077,119.632821745562,107.097947485207,109.082617407439,107.086775708605,121.309716766084,105.655752086122
2022 W33,"20",153,1,1,2,1,0,0,0,0,0,0,127.2,135.75,130.375,115.807692307692,128.790514053254,140.690255177515,151.80782822616,138.86508527209,128.699454645689,141.137496401806
2022 W34,"20",144,2,2,4,0,0,0,0,0,0,0,135.8,142.25,139,114.961538461538,130.271283284024,130.257562869822,142.882675113871,130.20057975959,129.285126789934,131.423306452849
2022 W35,"20",136,3,0,3,0,1,0,0,0,0,0,137,133,137.625,114.961538461538,124.890514053254,127.330639792899,134.914970787275,126.103347059696,125.857386684227,126.722528753845
2022 W36,"20",136,2,0,4,1,1,0,0,1,0,1,133.2,130.5,131.75,114.923076923077,129.927052514793,122.178716715976,134.945331205335,122.4531316883,136.770977030432,115.680420602929
2022 W37,"20",116,0,0,0,0,0,0,0,1,0,0,126.8,124.5,127.5,115.615384615385,125.740514053254,106.24987056213,115.067175641915,108.198656072931,125.998803473978,106.324076354671
2022 W38,"20",134,2,0,2,2,1,2,1,1,0,0,126,123.5,124,115.307692307692,142.936667899408,106.746024408284,133.060824446416,108.646356588162,140.12513560978,110.069226414157
2022 W39,"20",112,3,0,3,1,0,0,0,0,0,0,123.2,125,124.25,114.884615384615,130.580898668639,96.919101331361,111.143958942004,98.8727421985804,133.187877089281,94.8779671299453
2022 W40,"20",132,2,0,2,1,0,0,0,1,0,0,126.6,124.75,124.875,115.846153846154,128.334744822485,118.67487056213,130.981675901394,117.117062917511,131.452059957211,116.485266457303
2022 W41,"20",122,4,1,5,2,0,0,0,0,0,0,124,127,125.875,116.153846153846,127.805898668639,108.472947485207,121.036994082784,110.051205058798,123.892179123623,113.91662948618
2022 W42,"20",133,4,0,4,0,1,0,0,1,0,0,126,124.5,125.75,116.307692307692,126.253975591716,121.101793639053,131.94815140656,120.284955017083,126.449345634077,122.230945171014
2022 W43,"20",121,3,0,3,2,1,0,0,0,0,0,120.6,120.25,122.375,117.115384615385,145.340514053254,90.4671782544379,120.163239134308,96.066584003445,138.019775657882,98.6283865193176
2022 W44,"20",122,1,0,2,2,0,0,0,1,0,0,122.4,119.75,120,117.730769230769,126.102052514793,110.676793639053,121.03262137977,111.034601823955,124.527508861,113.088524688307
2022 W45,"20",105,0,0,0,0,2,0,0,0,0,0,114.6,113,116.375,117.384615384615,123.934744822485,95.8344859467456,104.15059181423,97.4859240899106,122.296705468609,98.2871994528072
2022 W46,"20",131,2,0,2,0,0,1,1,1,0,0,110.6,107.75,110.375,116.730769230769,128.377052514793,117.546024408284,129.981897214934,117.003504683683,137.870192878669,108.681583414855
2022 W47,"20",94,0,1,1,1,0,0,0,0,0,1,107.8,108.5,108.125,115.346153846154,101.448206360947,107.513332100592,93.0763241192516,106.187200290659,98.3043765316167,111.215271134015
2022 W48,"20",101,1,2,3,0,0,0,0,0,0,0,107.6,101.75,105.125,114,122.463590976331,93.4979474852071,100.173264087293,95.0428324261837,125.589246383189,90.8982726545518
2022 W49,"20",108,3,0,3,0,2,0,0,0,0,0,101.8,103.75,102.75,113.730769230769,131.167437130178,91.8614090236686,107.175594404734,94.8304243862261,130.667149764302,92.7882406455468
2022 W50,"20",104,2,0,2,2,0,0,0,0,0,0,101.8,102,102.875,114.192307692308,125.252052514793,93.9979474852071,103.168212609437,95.8634967624046,116.724828316046,102.69843346591
2022 W51,"20",102,0,2,4,1,0,1,1,0,0,1,102.2,100.75,101.375,113.538461538462,93.8693602071006,123.515255177515,100.920920460464,124.50917763873,96.7790712371151,120.61206191695
2022 W52,"20",94,2,1,3,1,0,0,0,0,0,1,102,101.5,101.125,114,92.0520525147929,117.284485946746,92.9917319320747,116.290148795806,87.85028783269,121.508716693483
2023 W01,"20",103,2,0,3,2,0,0,0,0,0,0,101.2,101,101.25,113.115384615385,104.498206360947,114.069101331361,102.015043420577,113.82878007771,101.64970070718,116.788699126255
2023 W02,"20",107,0,0,0,1,1,0,0,0,0,0,107.2,110.5,105.75,112,109.540514053254,113.026793639053,106.029971154876,112.103622014822,109.13198755722,113.385807583477
2023 W03,"20",100,0,1,1,0,0,0,0,0,0,1,110.2,112,111.25,112.153846153846,98.3905140532544,116.984485946746,98.9886586453911,116.683508788004,98.9533566968423,116.643833751116
2023 W04,"20",132,1,0,1,0,0,0,0,0,0,0,109.8,110.5,111.25,113.038461538462,117.557821745562,129.711409023669,130.880511208178,129.042611888051,119.056829268847,128.619756486374
2023 W05,"20",109,3,1,4,0,0,0,0,0,0,0,115.6,119.5,115,113.576923076923,110.532821745562,114.063332100592,108.015351654853,113.82156159,111.435957863211,113.320023199271
2023 W06,"20",101,1,1,2,0,0,0,0,0,0,0,117.2,113.5,116.5,114.653846153846,108.765514053254,108.446024408284,100.071296302049,107.926085513799,107.472255915536,109.363120454208
2023 W07,"20",136,1,0,3,0,0,1,1,0,0,0,111,111.5,112.5,114.307692307692,113.877052514793,138.219101331361,134.805165477046,138.715692597605,113.08445349588,138.830318181125
2023 W08,"20",108,0,1,1,1,2,0,0,0,0,1,115,118.5,115,114.769230769231,111.85012943787,111.765255177515,107.033234910964,111.77291760161,109.093495039133,114.900671945134
2023 W09,"20",101,1,2,3,0,0,0,0,0,0,0,120.4,116.5,117.5,115.153846153846,118.053975591716,98.3017936390532,100.149822439346,98.0728864919714,120.278305301872,96.7952569896569
2023 W10,"20",129,1,0,2,0,1,0,0,0,0,0,116.6,118.75,117.625,115.076923076923,122.686667899408,121.746024408284,127.955691766494,120.547310992667,123.124581740001,122.02837585879
2023 W11,"20",128,2,0,4,1,0,0,0,0,0,0,119.8,124.5,121.625,115.384615384615,122.178975591716,121.561409023669,126.943321946598,122.30032431538,124.616710605074,119.673761512389
2023 W12,"20",117,2,0,2,0,0,0,0,0,0,0,121.4,119.5,122,115.230769230769,115.665514053254,117.247947485207,115.980807639892,118.138114433698,116.336031787677,117.09195484846
2023 W13,"20",124,1,0,1,2,1,0,0,0,0,0,114.2,110.75,115.125,115.923076923077,119.703975591716,120.411409023669,122.951877373225,121.703161932113,119.254922731561,121.310578423249
2023 W14,"20",109,2,0,2,0,0,0,0,0,0,1,116,115.75,113.25,115.615384615385,120.603975591716,104.665255177515,108.087969275062,106.041110826473,121.131771427852,104.57124424563
2023 W15,"20",93,2,1,3,1,0,1,1,0,0,0,121.4,120.75,118.25,114.653846153846,99.7135909763314,109.603716715976,92.0586425181888,109.496167860284,104.53522889149,105.305301300666
2023 W16,"20",137,2,1,5,1,0,0,0,0,0,0,123.8,127.5,124.125,114.384615384615,108.984744822485,144.303716715976,135.740478373223,146.46783225228,112.780090703927,141.197954006903
2023 W17,"20",144,1,0,1,2,0,0,0,0,0,0,128.6,137.5,132.5,113.269230769231,118.70012943787,141.597947485207,142.779180545096,141.978954875559,122.694718946764,138.420840282738
2023 W18,"20",136,2,0,2,3,1,0,0,0,0,0,134.4,133.75,135.625,114.269230769231,126.348206360947,126.065255177515,134.918565164348,125.893572646529,128.740993214445,124.51208053373
2023 W19,"20",133,3,2,5,1,0,0,0,0,0,0,128.2,124.25,129,115.461538461538,119.534744822485,130.186409023669,131.880152688234,130.709870360786,122.34660052824,128.043987738609
2023 W20,"20",122,0,1,1,0,0,0,0,0,0,0,121.6,118,121.125,114.807692307692,114.948206360947,124.446024408284,120.937733425098,124.703967432429,115.704606052006,123.823496733516
2023 W21,"20",106,0,0,0,2,0,0,0,0,0,0,115.6,111.25,114.625,115.576923076923,102.609744822485,121.284485946746,104.962539613337,122.310594239204,103.264906086363,120.407432803112
2023 W22,"20",111,1,0,1,3,0,0,0,0,0,1,111.4,108.75,110,116.5,106.386667899408,123.036409023669,109.958192153611,123.374090731945,105.80335752701,123.013217466419
2023 W23,"20",106,1,1,2,1,0,0,0,0,0,0,106.6,106.75,107.75,117.5,108.598206360947,116.459485946746,105.019976096843,116.679384316271,108.037129955702,115.92368114168
2023 W24,"20",112,0,0,0,0,0,0,0,0,0,0,107.8,107,106.875,117.538461538462,106.636667899408,124.57487056213,110.946701352682,125.565352206232,104.9969647423,125.108082459035
2023 W25,"20",98,3,0,4,0,1,0,0,0,0,0,104.6,104.25,105.625,118.384615384615,102.80012943787,114.507562869822,97.0518734401769,113.118791868126,102.110926959366,114.138356345922
2023 W26,"20",112,0,4,4,4,0,0,0,0,0,0,99.8,96.75,100.5,118.538461538462,106.572244822485,124.773909023669,110.950606987483,125.241019916886,109.289701116989,121.103818292253
2023 W27,"20",95,3,0,3,0,0,0,0,0,0,1,96,95.5,96.125,119.423076923077,NA,112.447947485207,NA,110.978025727875,100.732399194106,112.805356319089
2023 W28,"20",82,2,0,2,0,0,0,0,0,0,0,97,93.25,94.375,120.730769230769,NA,99.3537167159763,NA,95.3339794400289,100.534632099358,100.14735951779
2023 W29,"20",93,0,1,1,0,0,0,0,0,0,0,101.6,103.25,98.25,120.269230769231,NA,107.832562869822,NA,106.251504255593,102.710746383055,109.115481338047
2023 W30,"20",103,1,0,2,0,0,0,0,0,0,0,109,115.75,109.5,119.730769230769,NA,111.613332100592,NA,109.674260635417,109.259389786859,112.711074038197
2023 W31,"20",135,3,0,3,0,0,0,0,0,0,0,116.4,122.25,119,119.307692307692,NA,141.778716715976,NA,142.713864611605,115.149371813265,138.958592204886
2023 W32,"20",132,1,1,2,3,0,0,0,0,0,0,123.4,128.5,125.375,119.346153846154,NA,129.097947485207,NA,128.504130850326,123.587452041157,127.658012170089
2023 W33,"20",119,1,0,1,0,0,0,0,0,0,0,127.8,126,127.25,121.269230769231,NA,106.690255177515,NA,108.006177433847,131.628074827217,106.754889577125
2023 W34,"20",128,5,0,6,0,1,0,0,0,0,0,131.8,131.75,128.875,121.230769230769,NA,114.257562869822,NA,115.733848675191,132.432157776132,115.088306821304
2023 W35,"20",125,1,0,1,3,1,0,0,0,0,0,131.2,134.25,133,122.538461538462,NA,116.330639792899,NA,115.90381163575,129.247375570677,115.410589219855
2023 W36,"20",155,5,0,5,0,0,1,1,1,0,1,135.2,137,135.625,123.461538461538,NA,141.178716715976,NA,139.560554497695,140.952510125453,133.842954858174
2023 W37,"20",129,0,2,2,1,3,0,0,0,0,0,135.2,137.75,137.375,122.923076923077,NA,119.24987056213,NA,120.32436752938,130.020660312691,118.912304864031
2023 W38,"20",139,3,0,3,0,0,0,0,1,0,0,136.6,132,134.875,123.692307692308,NA,111.746024408284,NA,112.700325117571,143.551784731382,115.518680638436
2023 W39,"20",128,4,4,8,1,1,0,0,0,0,0,131,131.5,131.75,122.538461538462,NA,112.919101331361,NA,112.99741965552,137.344204153821,110.863761409092
2023 W40,"20",132,2,1,3,1,0,0,0,0,0,0,130.2,128,129.75,NA,NA,118.67487056213,NA,117.117062917511,135.907217670905,116.438248085103
2023 W41,"20",127,1,0,1,2,0,0,0,1,0,0,128.4,128.5,128.25,NA,NA,113.472947485207,NA,114.561500348093,127.951640115364,119.522642152891
