Parish,Cases,DateTime,FID,x,y
St. Charles,30,"3/28/2020, 11:00 AM",171,-10059096.35,3488646.539
St. Helena,,"3/28/2020, 11:00 AM",172,-10097824.41,3609672.115
St. James,48,"3/28/2020, 11:00 AM",173,-10107397.88,3506939.912
St. John the Baptist,54,"3/28/2020, 11:00 AM",174,-10079623.67,3513462.898
St. Landry,10,"3/28/2020, 11:00 AM",175,-10242038.81,3580798.537
St. Martin,13,"3/28/2020, 11:00 AM",176,-10210980.67,3532937.295
St. Mary,7,"3/28/2020, 11:00 AM",177,-10180345.54,3468099.931
St. Tammany,134,"3/28/2020, 11:00 AM",178,-10011930.29,3561118.535
Tangipahoa,10,"3/28/2020, 11:00 AM",179,-10064617.8,3586895.275
Tensas,,"3/28/2020, 11:00 AM",180,-10167922.29,3763563.972
Terrebonne,26,"3/28/2020, 11:00 AM",181,-10113097.44,3431495.998
Union,7,"3/28/2020, 11:00 AM",182,-10283126.83,3873039.193
Vermilion,3,"3/28/2020, 11:00 AM",183,-10277416.14,3483772.466
Vernon,2,"3/28/2020, 11:00 AM",184,-10373206.56,3646859.666
Washington,10,"3/28/2020, 11:00 AM",185,-10023262.61,3613735.316
Webster,9,"3/28/2020, 11:00 AM",186,-10390004.67,3857402.163
West Baton Rouge,12,"3/28/2020, 11:00 AM",187,-10164894.4,3563268.667
West Carroll,,"3/28/2020, 11:00 AM",188,-10180913.27,3867302.808
West Feliciana,4,"3/28/2020, 11:00 AM",189,-10176004.08,3616641.565
Winn,1,"3/28/2020, 11:00 AM",190,-10312270.27,3756026.281
Acadia,9,"3/29/2020, 11:00 AM",191,-10287256.78,3540974.193
Allen,9,"3/29/2020, 11:00 AM",192,-10333543.43,3587782.932
Ascension,139,"3/29/2020, 11:00 AM",193,-10120199.62,3529750.239
Assumption,14,"3/29/2020, 11:00 AM",194,-10137042.26,3490821.665
Avoyelles,13,"3/29/2020, 11:00 AM",195,-10241549,3642689.415
Beauregard,4,"3/29/2020, 11:00 AM",196,-10390928.62,3587216.17
Bienville,3,"3/29/2020, 11:00 AM",197,-10358946.54,3809003.115
Bossier,56,"3/29/2020, 11:00 AM",198,-10420083.2,3852857.003
Caddo,219,"3/29/2020, 11:00 AM",199,-10450952.09,3839827.799
Calcasieu,35,"3/29/2020, 11:00 AM",200,-10392565.02,3533072.576
Bienville,1,"3/23/2020, 11:00 AM",201,-10358946.54,3809003.115
Bossier,12,"3/23/2020, 11:00 AM",202,-10420083.2,3852857.003
Caddo,34,"3/23/2020, 11:00 AM",203,-10450952.09,3839827.799
Calcasieu,4,"3/23/2020, 11:00 AM",204,-10392565.02,3533072.576
Caldwell,,"3/23/2020, 11:00 AM",205,-10254373.01,3775449.626
Cameron,,"3/23/2020, 11:00 AM",206,-10370134.14,3493112.752
Catahoula,1,"3/23/2020, 11:00 AM",207,-10230428.18,3715327.443
Claiborne,2,"3/23/2020, 11:00 AM",208,-10352233.97,3871825.723
Concordia,,"3/23/2020, 11:00 AM",209,-10201318.14,3690859.394
De Soto,5,"3/23/2020, 11:00 AM",210,-10434577,3770825.301
East Baton Rouge,43,"3/23/2020, 11:00 AM",211,-10140715.81,3572952.045
East Carroll,,"3/23/2020, 11:00 AM",212,-10156233.74,3859896.395
East Feliciana,,"3/23/2020, 11:00 AM",213,-10135138.7,3612660.396
Evangeline,2,"3/23/2020, 11:00 AM",214,-10286577.73,3597627.731
Franklin,,"3/23/2020, 11:00 AM",215,-10205069.6,3780849.991
Grant,1,"3/23/2020, 11:00 AM",216,-10303676.41,3710901.191
Iberia,3,"3/23/2020, 11:00 AM",217,-10213919.5,3499442.345
Iberville,10,"3/23/2020, 11:00 AM",218,-10170170.94,3531648.979
Jackson,,"3/23/2020, 11:00 AM",219,-10303487.16,3803043.454
Jefferson,252,"3/23/2020, 11:00 AM",220,-10033014.2,3468945.983
Jefferson Davis,,"3/23/2020, 11:00 AM",221,-10332018.35,3538039.026
La Salle,,"3/23/2020, 11:00 AM",222,-10259259.93,3720999.218
Lafayette,9,"3/23/2020, 11:00 AM",223,-10248506.47,3530168.865
Lafourche,15,"3/23/2020, 11:00 AM",224,-10067322.87,3448429.516
Lincoln,2,"3/23/2020, 11:00 AM",225,-10315398.35,3842561.46
Livingston,5,"3/23/2020, 11:00 AM",226,-10101041.54,3561580.815
Madison,,"3/23/2020, 11:00 AM",227,-10157391.47,3811637.433
Morehouse,,"3/23/2020, 11:00 AM",228,-10219329.63,3871499.856
Natchitoches,2,"3/23/2020, 11:00 AM",229,-10363432.71,3727167.025
Orleans,567,"3/23/2020, 11:00 AM",230,-10005685.26,3512320.62
Ouachita,9,"3/23/2020, 11:00 AM",231,-10258625.41,3826287.704
Out of State,,"3/23/2020, 11:00 AM",232,0,0
Parish Under Investigation,12,"3/23/2020, 11:00 AM",233,0,0
Plaquemines,8,"3/23/2020, 11:00 AM",234,-10001555.31,3456784.848
Pointe Coupee,,"3/23/2020, 11:00 AM",235,-10193113.89,3581957.375
Rapides,8,"3/23/2020, 11:00 AM",236,-10300748.71,3658620.138
Red River,,"3/23/2020, 11:00 AM",237,-10390550.14,3775561.315
Richland,2,"3/23/2020, 11:00 AM",238,-10211648.59,3824147.526
Sabine,,"3/23/2020, 11:00 AM",239,-10411411.41,3707251.332
St. Bernard,15,"3/23/2020, 11:00 AM",240,-9993785.21,3485216.395
St. Charles,15,"3/23/2020, 11:00 AM",241,-10059096.35,3488646.539
St. Helena,,"3/23/2020, 11:00 AM",242,-10097824.41,3609672.115
St. James,8,"3/23/2020, 11:00 AM",243,-10107397.88,3506939.912
St. John the Baptist,16,"3/23/2020, 11:00 AM",244,-10079623.67,3513462.898
St. Landry,3,"3/23/2020, 11:00 AM",245,-10242038.81,3580798.537
St. Martin,,"3/23/2020, 11:00 AM",246,-10210980.67,3532937.295
St. Mary,1,"3/23/2020, 11:00 AM",247,-10180345.54,3468099.931
St. Tammany,47,"3/23/2020, 11:00 AM",248,-10011930.29,3561118.535
Tangipahoa,3,"3/23/2020, 11:00 AM",249,-10064617.8,3586895.275
Tensas,,"3/23/2020, 11:00 AM",250,-10167922.29,3763563.972
Terrebonne,14,"3/23/2020, 11:00 AM",251,-10113097.44,3431495.998
Union,,"3/23/2020, 11:00 AM",252,-10283126.83,3873039.193
Vermilion,,"3/23/2020, 11:00 AM",253,-10277416.14,3483772.466
Vernon,,"3/23/2020, 11:00 AM",254,-10373206.56,3646859.666
Washington,2,"3/23/2020, 11:00 AM",255,-10023262.61,3613735.316
Webster,3,"3/23/2020, 11:00 AM",256,-10390004.67,3857402.163
West Baton Rouge,4,"3/23/2020, 11:00 AM",257,-10164894.4,3563268.667
West Carroll,,"3/23/2020, 11:00 AM",258,-10180913.27,3867302.808
West Feliciana,,"3/23/2020, 11:00 AM",259,-10176004.08,3616641.565
Winn,,"3/23/2020, 11:00 AM",260,-10312270.27,3756026.281
Acadia,2,"3/24/2020, 11:00 AM",261,-10287256.78,3540974.193
Allen,2,"3/24/2020, 11:00 AM",262,-10333543.43,3587782.932
Ascension,36,"3/24/2020, 11:00 AM",263,-10120199.62,3529750.239
Assumption,2,"3/24/2020, 11:00 AM",264,-10137042.26,3490821.665
Avoyelles,3,"3/24/2020, 11:00 AM",265,-10241549,3642689.415
Beauregard,2,"3/24/2020, 11:00 AM",266,-10390928.62,3587216.17
Bienville,1,"3/24/2020, 11:00 AM",267,-10358946.54,3809003.115
Bossier,12,"3/24/2020, 11:00 AM",268,-10420083.2,3852857.003
Caddo,40,"3/24/2020, 11:00 AM",269,-10450952.09,3839827.799
Calcasieu,5,"3/24/2020, 11:00 AM",270,-10392565.02,3533072.576
Caldwell,,"3/24/2020, 11:00 AM",271,-10254373.01,3775449.626
Cameron,,"3/24/2020, 11:00 AM",272,-10370134.14,3493112.752
Catahoula,1,"3/24/2020, 11:00 AM",273,-10230428.18,3715327.443
Claiborne,2,"3/24/2020, 11:00 AM",274,-10352233.97,3871825.723
Concordia,,"3/24/2020, 11:00 AM",275,-10201318.14,3690859.394
De Soto,6,"3/24/2020, 11:00 AM",276,-10434577,3770825.301
East Baton Rouge,58,"3/24/2020, 11:00 AM",277,-10140715.81,3572952.045
East Carroll,,"3/24/2020, 11:00 AM",278,-10156233.74,3859896.395
East Feliciana,,"3/24/2020, 11:00 AM",279,-10135138.7,3612660.396
Evangeline,2,"3/24/2020, 11:00 AM",280,-10286577.73,3597627.731
Franklin,,"3/24/2020, 11:00 AM",281,-10205069.6,3780849.991
Grant,1,"3/24/2020, 11:00 AM",282,-10303676.41,3710901.191
Iberia,2,"3/24/2020, 11:00 AM",283,-10213919.5,3499442.345
Iberville,14,"3/24/2020, 11:00 AM",284,-10170170.94,3531648.979
Jackson,,"3/24/2020, 11:00 AM",285,-10303487.16,3803043.454
Jefferson,293,"3/24/2020, 11:00 AM",286,-10033014.2,3468945.983
Jefferson Davis,,"3/24/2020, 11:00 AM",287,-10332018.35,3538039.026
La Salle,,"3/24/2020, 11:00 AM",288,-10259259.93,3720999.218
Lafayette,12,"3/24/2020, 11:00 AM",289,-10248506.47,3530168.865
Lafourche,16,"3/24/2020, 11:00 AM",290,-10067322.87,3448429.516
Lincoln,2,"3/24/2020, 11:00 AM",291,-10315398.35,3842561.46
Livingston,6,"3/24/2020, 11:00 AM",292,-10101041.54,3561580.815
Madison,,"3/24/2020, 11:00 AM",293,-10157391.47,3811637.433
Morehouse,,"3/24/2020, 11:00 AM",294,-10219329.63,3871499.856
Natchitoches,2,"3/24/2020, 11:00 AM",295,-10363432.71,3727167.025
Orleans,675,"3/24/2020, 11:00 AM",296,-10005685.26,3512320.62
Ouachita,7,"3/24/2020, 11:00 AM",297,-10258625.41,3826287.704
Out of State,,"3/24/2020, 11:00 AM",298,0,0
Parish Under Investigation,12,"3/24/2020, 11:00 AM",299,0,0
Plaquemines,8,"3/24/2020, 11:00 AM",300,-10001555.31,3456784.848
Parish Under Investigation,8,"3/21/2020, 11:00 AM",301,0,0
Plaquemines,1,"3/21/2020, 11:00 AM",302,-10001555.31,3456784.848
Pointe Coupee,,"3/21/2020, 11:00 AM",303,-10193113.89,3581957.375
Rapides,3,"3/21/2020, 11:00 AM",304,-10300748.71,3658620.138
Red River,,"3/21/2020, 11:00 AM",305,-10390550.14,3775561.315
Richland,,"3/21/2020, 11:00 AM",306,-10211648.59,3824147.526
Sabine,,"3/21/2020, 11:00 AM",307,-10411411.41,3707251.332
St. Bernard,6,"3/21/2020, 11:00 AM",308,-9993785.21,3485216.395
St. Charles,7,"3/21/2020, 11:00 AM",309,-10059096.35,3488646.539
St. Helena,,"3/21/2020, 11:00 AM",310,-10097824.41,3609672.115
St. James,1,"3/21/2020, 11:00 AM",311,-10107397.88,3506939.912
St. John the Baptist,7,"3/21/2020, 11:00 AM",312,-10079623.67,3513462.898
St. Landry,2,"3/21/2020, 11:00 AM",313,-10242038.81,3580798.537
St. Martin,,"3/21/2020, 11:00 AM",314,-10210980.67,3532937.295
St. Mary,,"3/21/2020, 11:00 AM",315,-10180345.54,3468099.931
St. Tammany,14,"3/21/2020, 11:00 AM",316,-10011930.29,3561118.535
Tangipahoa,,"3/21/2020, 11:00 AM",317,-10064617.8,3586895.275
Tensas,,"3/21/2020, 11:00 AM",318,-10167922.29,3763563.972
Terrebonne,8,"3/21/2020, 11:00 AM",319,-10113097.44,3431495.998
Union,,"3/21/2020, 11:00 AM",320,-10283126.83,3873039.193
Vermilion,,"3/21/2020, 11:00 AM",321,-10277416.14,3483772.466
Vernon,,"3/21/2020, 11:00 AM",322,-10373206.56,3646859.666
Washington,2,"3/21/2020, 11:00 AM",323,-10023262.61,3613735.316
Webster,,"3/21/2020, 11:00 AM",324,-10390004.67,3857402.163
West Baton Rouge,3,"3/21/2020, 11:00 AM",325,-10164894.4,3563268.667
West Carroll,,"3/21/2020, 11:00 AM",326,-10180913.27,3867302.808
West Feliciana,,"3/21/2020, 11:00 AM",327,-10176004.08,3616641.565
Winn,,"3/21/2020, 11:00 AM",328,-10312270.27,3756026.281
Acadia,1,"3/22/2020, 11:00 AM",329,-10287256.78,3540974.193
Allen,,"3/22/2020, 11:00 AM",330,-10333543.43,3587782.932
Ascension,17,"3/22/2020, 11:00 AM",331,-10120199.62,3529750.239
Assumption,1,"3/22/2020, 11:00 AM",332,-10137042.26,3490821.665
Avoyelles,1,"3/22/2020, 11:00 AM",333,-10241549,3642689.415
Beauregard,1,"3/22/2020, 11:00 AM",334,-10390928.62,3587216.17
Bienville,1,"3/22/2020, 11:00 AM",335,-10358946.54,3809003.115
Bossier,5,"3/22/2020, 11:00 AM",336,-10420083.2,3852857.003
Caddo,16,"3/22/2020, 11:00 AM",337,-10450952.09,3839827.799
Calcasieu,4,"3/22/2020, 11:00 AM",338,-10392565.02,3533072.576
Caldwell,,"3/22/2020, 11:00 AM",339,-10254373.01,3775449.626
Cameron,,"3/22/2020, 11:00 AM",340,-10370134.14,3493112.752
Catahoula,1,"3/22/2020, 11:00 AM",341,-10230428.18,3715327.443
Claiborne,1,"3/22/2020, 11:00 AM",342,-10352233.97,3871825.723
Concordia,,"3/22/2020, 11:00 AM",343,-10201318.14,3690859.394
De Soto,2,"3/22/2020, 11:00 AM",344,-10434577,3770825.301
East Baton Rouge,20,"3/22/2020, 11:00 AM",345,-10140715.81,3572952.045
East Carroll,,"3/22/2020, 11:00 AM",346,-10156233.74,3859896.395
East Feliciana,,"3/22/2020, 11:00 AM",347,-10135138.7,3612660.396
Evangeline,2,"3/22/2020, 11:00 AM",348,-10286577.73,3597627.731
Franklin,,"3/22/2020, 11:00 AM",349,-10205069.6,3780849.991
Grant,,"3/22/2020, 11:00 AM",350,-10303676.41,3710901.191
Iberia,2,"3/22/2020, 11:00 AM",351,-10213919.5,3499442.345
Iberville,2,"3/22/2020, 11:00 AM",352,-10170170.94,3531648.979
Jackson,,"3/22/2020, 11:00 AM",353,-10303487.16,3803043.454
Jefferson,184,"3/22/2020, 11:00 AM",354,-10033014.2,3468945.983
Jefferson Davis,,"3/22/2020, 11:00 AM",355,-10332018.35,3538039.026
La Salle,,"3/22/2020, 11:00 AM",356,-10259259.93,3720999.218
Lafayette,6,"3/22/2020, 11:00 AM",357,-10248506.47,3530168.865
Lafourche,12,"3/22/2020, 11:00 AM",358,-10067322.87,3448429.516
Lincoln,,"3/22/2020, 11:00 AM",359,-10315398.35,3842561.46
Livingston,2,"3/22/2020, 11:00 AM",360,-10101041.54,3561580.815
Madison,,"3/22/2020, 11:00 AM",361,-10157391.47,3811637.433
Morehouse,,"3/22/2020, 11:00 AM",362,-10219329.63,3871499.856
Natchitoches,,"3/22/2020, 11:00 AM",363,-10363432.71,3727167.025
Orleans,451,"3/22/2020, 11:00 AM",364,-10005685.26,3512320.62
Ouachita,4,"3/22/2020, 11:00 AM",365,-10258625.41,3826287.704
Out of State,,"3/22/2020, 11:00 AM",366,0,0
Parish Under Investigation,11,"3/22/2020, 11:00 AM",367,0,0
Plaquemines,5,"3/22/2020, 11:00 AM",368,-10001555.31,3456784.848
Pointe Coupee,,"3/22/2020, 11:00 AM",369,-10193113.89,3581957.375
Rapides,3,"3/22/2020, 11:00 AM",370,-10300748.71,3658620.138
Red River,,"3/22/2020, 11:00 AM",371,-10390550.14,3775561.315
Richland,,"3/22/2020, 11:00 AM",372,-10211648.59,3824147.526
Sabine,,"3/22/2020, 11:00 AM",373,-10411411.41,3707251.332
St. Bernard,13,"3/22/2020, 11:00 AM",374,-9993785.21,3485216.395
St. Charles,8,"3/22/2020, 11:00 AM",375,-10059096.35,3488646.539
St. Helena,,"3/22/2020, 11:00 AM",376,-10097824.41,3609672.115
St. James,1,"3/22/2020, 11:00 AM",377,-10107397.88,3506939.912
St. John the Baptist,10,"3/22/2020, 11:00 AM",378,-10079623.67,3513462.898
St. Landry,3,"3/22/2020, 11:00 AM",379,-10242038.81,3580798.537
St. Martin,,"3/22/2020, 11:00 AM",380,-10210980.67,3532937.295
St. Mary,1,"3/22/2020, 11:00 AM",381,-10180345.54,3468099.931
St. Tammany,25,"3/22/2020, 11:00 AM",382,-10011930.29,3561118.535
Tangipahoa,3,"3/22/2020, 11:00 AM",383,-10064617.8,3586895.275
Tensas,,"3/22/2020, 11:00 AM",384,-10167922.29,3763563.972
Terrebonne,12,"3/22/2020, 11:00 AM",385,-10113097.44,3431495.998
Union,,"3/22/2020, 11:00 AM",386,-10283126.83,3873039.193
Vermilion,,"3/22/2020, 11:00 AM",387,-10277416.14,3483772.466
Vernon,,"3/22/2020, 11:00 AM",388,-10373206.56,3646859.666
Washington,2,"3/22/2020, 11:00 AM",389,-10023262.61,3613735.316
Webster,1,"3/22/2020, 11:00 AM",390,-10390004.67,3857402.163
West Baton Rouge,3,"3/22/2020, 11:00 AM",391,-10164894.4,3563268.667
West Carroll,,"3/22/2020, 11:00 AM",392,-10180913.27,3867302.808
West Feliciana,,"3/22/2020, 11:00 AM",393,-10176004.08,3616641.565
Winn,,"3/22/2020, 11:00 AM",394,-10312270.27,3756026.281
Acadia,1,"3/23/2020, 11:00 AM",395,-10287256.78,3540974.193
Allen,2,"3/23/2020, 11:00 AM",396,-10333543.43,3587782.932
Ascension,26,"3/23/2020, 11:00 AM",397,-10120199.62,3529750.239
Assumption,1,"3/23/2020, 11:00 AM",398,-10137042.26,3490821.665
Avoyelles,1,"3/23/2020, 11:00 AM",399,-10241549,3642689.415
Beauregard,1,"3/23/2020, 11:00 AM",400,-10390928.62,3587216.17
Acadia,,"3/14/2020, 11:00 AM",401,-10287256.78,3540974.193
Allen,,"3/14/2020, 11:00 AM",402,-10333543.43,3587782.932
Ascension,,"3/14/2020, 11:00 AM",403,-10120199.62,3529750.239
Assumption,,"3/14/2020, 11:00 AM",404,-10137042.26,3490821.665
Avoyelles,,"3/14/2020, 11:00 AM",405,-10241549,3642689.415
Beauregard,,"3/14/2020, 11:00 AM",406,-10390928.62,3587216.17
Bienville,,"3/14/2020, 11:00 AM",407,-10358946.54,3809003.115
Bossier,1,"3/14/2020, 11:00 AM",408,-10420083.2,3852857.003
Caddo,1,"3/14/2020, 11:00 AM",409,-10450952.09,3839827.799
Calcasieu,,"3/14/2020, 11:00 AM",410,-10392565.02,3533072.576
Caldwell,,"3/14/2020, 11:00 AM",411,-10254373.01,3775449.626
Cameron,,"3/14/2020, 11:00 AM",412,-10370134.14,3493112.752
Catahoula,,"3/14/2020, 11:00 AM",413,-10230428.18,3715327.443
Claiborne,,"3/14/2020, 11:00 AM",414,-10352233.97,3871825.723
Concordia,,"3/14/2020, 11:00 AM",415,-10201318.14,3690859.394
De Soto,,"3/14/2020, 11:00 AM",416,-10434577,3770825.301
East Baton Rouge,,"3/14/2020, 11:00 AM",417,-10140715.81,3572952.045
East Carroll,,"3/14/2020, 11:00 AM",418,-10156233.74,3859896.395
East Feliciana,,"3/14/2020, 11:00 AM",419,-10135138.7,3612660.396
Evangeline,,"3/14/2020, 11:00 AM",420,-10286577.73,3597627.731
Franklin,,"3/14/2020, 11:00 AM",421,-10205069.6,3780849.991
Grant,,"3/14/2020, 11:00 AM",422,-10303676.41,3710901.191
Iberia,,"3/14/2020, 11:00 AM",423,-10213919.5,3499442.345
Iberville,,"3/14/2020, 11:00 AM",424,-10170170.94,3531648.979
Jackson,,"3/14/2020, 11:00 AM",425,-10303487.16,3803043.454
Natchitoches,,"3/15/2020, 11:00 AM",426,-10363432.71,3727167.025
Jefferson,7,"3/14/2020, 11:00 AM",427,-10033014.2,3468945.983
Jefferson Davis,,"3/14/2020, 11:00 AM",428,-10332018.35,3538039.026
La Salle,,"3/14/2020, 11:00 AM",429,-10259259.93,3720999.218
Lafayette,,"3/14/2020, 11:00 AM",430,-10248506.47,3530168.865
Lafourche,,"3/14/2020, 11:00 AM",431,-10067322.87,3448429.516
Lincoln,,"3/14/2020, 11:00 AM",432,-10315398.35,3842561.46
Livingston,,"3/14/2020, 11:00 AM",433,-10101041.54,3561580.815
Madison,,"3/14/2020, 11:00 AM",434,-10157391.47,3811637.433
Morehouse,,"3/14/2020, 11:00 AM",435,-10219329.63,3871499.856
Natchitoches,,"3/14/2020, 11:00 AM",436,-10363432.71,3727167.025
Orleans,36,"3/14/2020, 11:00 AM",437,-10005685.26,3512320.62
Ouachita,,"3/14/2020, 11:00 AM",438,-10258625.41,3826287.704
Out of State,,"3/14/2020, 11:00 AM",439,0,0
Parish Under Investigation,,"3/14/2020, 11:00 AM",440,0,0
Plaquemines,,"3/14/2020, 11:00 AM",441,-10001555.31,3456784.848
Pointe Coupee,,"3/14/2020, 11:00 AM",442,-10193113.89,3581957.375
Rapides,,"3/14/2020, 11:00 AM",443,-10300748.71,3658620.138
Red River,,"3/14/2020, 11:00 AM",444,-10390550.14,3775561.315
Richland,,"3/14/2020, 11:00 AM",445,-10211648.59,3824147.526
Sabine,,"3/14/2020, 11:00 AM",446,-10411411.41,3707251.332
St. Bernard,,"3/14/2020, 11:00 AM",447,-9993785.21,3485216.395
St. Charles,1,"3/14/2020, 11:00 AM",448,-10059096.35,3488646.539
St. Helena,,"3/14/2020, 11:00 AM",449,-10097824.41,3609672.115
St. James,,"3/14/2020, 11:00 AM",450,-10107397.88,3506939.912
St. John the Baptist,1,"3/14/2020, 11:00 AM",451,-10079623.67,3513462.898
St. Landry,,"3/14/2020, 11:00 AM",452,-10242038.81,3580798.537
St. Martin,,"3/14/2020, 11:00 AM",453,-10210980.67,3532937.295
St. Mary,,"3/14/2020, 11:00 AM",454,-10180345.54,3468099.931
St. Tammany,2,"3/14/2020, 11:00 AM",455,-10011930.29,3561118.535
Tangipahoa,,"3/14/2020, 11:00 AM",456,-10064617.8,3586895.275
Tensas,,"3/14/2020, 11:00 AM",457,-10167922.29,3763563.972
Terrebonne,2,"3/14/2020, 11:00 AM",458,-10113097.44,3431495.998
Union,,"3/14/2020, 11:00 AM",459,-10283126.83,3873039.193
Vermilion,,"3/14/2020, 11:00 AM",460,-10277416.14,3483772.466
Vernon,,"3/14/2020, 11:00 AM",461,-10373206.56,3646859.666
Washington,,"3/14/2020, 11:00 AM",462,-10023262.61,3613735.316
Webster,,"3/14/2020, 11:00 AM",463,-10390004.67,3857402.163
West Baton Rouge,,"3/14/2020, 11:00 AM",464,-10164894.4,3563268.667
West Carroll,,"3/14/2020, 11:00 AM",465,-10180913.27,3867302.808
West Feliciana,,"3/14/2020, 11:00 AM",466,-10176004.08,3616641.565
Winn,,"3/14/2020, 11:00 AM",467,-10312270.27,3756026.281
Acadia,,"3/15/2020, 11:00 AM",468,-10287256.78,3540974.193
Allen,,"3/15/2020, 11:00 AM",469,-10333543.43,3587782.932
Ascension,,"3/15/2020, 11:00 AM",470,-10120199.62,3529750.239
Assumption,,"3/15/2020, 11:00 AM",471,-10137042.26,3490821.665
Avoyelles,,"3/15/2020, 11:00 AM",472,-10241549,3642689.415
Beauregard,,"3/15/2020, 11:00 AM",473,-10390928.62,3587216.17
Bienville,,"3/15/2020, 11:00 AM",474,-10358946.54,3809003.115
Bossier,1,"3/15/2020, 11:00 AM",475,-10420083.2,3852857.003
Caddo,1,"3/15/2020, 11:00 AM",476,-10450952.09,3839827.799
Calcasieu,,"3/15/2020, 11:00 AM",477,-10392565.02,3533072.576
Caldwell,,"3/15/2020, 11:00 AM",478,-10254373.01,3775449.626
Cameron,,"3/15/2020, 11:00 AM",479,-10370134.14,3493112.752
Catahoula,,"3/15/2020, 11:00 AM",480,-10230428.18,3715327.443
Claiborne,,"3/15/2020, 11:00 AM",481,-10352233.97,3871825.723
Concordia,,"3/15/2020, 11:00 AM",482,-10201318.14,3690859.394
De Soto,,"3/15/2020, 11:00 AM",483,-10434577,3770825.301
East Baton Rouge,,"3/15/2020, 11:00 AM",484,-10140715.81,3572952.045
East Carroll,,"3/15/2020, 11:00 AM",485,-10156233.74,3859896.395
East Feliciana,,"3/15/2020, 11:00 AM",486,-10135138.7,3612660.396
Evangeline,,"3/15/2020, 11:00 AM",487,-10286577.73,3597627.731
Franklin,,"3/15/2020, 11:00 AM",488,-10205069.6,3780849.991
Grant,,"3/15/2020, 11:00 AM",489,-10303676.41,3710901.191
Iberia,,"3/15/2020, 11:00 AM",490,-10213919.5,3499442.345
Iberville,,"3/15/2020, 11:00 AM",491,-10170170.94,3531648.979
Jackson,,"3/15/2020, 11:00 AM",492,-10303487.16,3803043.454
Jefferson,12,"3/15/2020, 11:00 AM",493,-10033014.2,3468945.983
Jefferson Davis,,"3/15/2020, 11:00 AM",494,-10332018.35,3538039.026
La Salle,,"3/15/2020, 11:00 AM",495,-10259259.93,3720999.218
Lafayette,,"3/15/2020, 11:00 AM",496,-10248506.47,3530168.865
Lafourche,1,"3/15/2020, 11:00 AM",497,-10067322.87,3448429.516
Lincoln,,"3/15/2020, 11:00 AM",498,-10315398.35,3842561.46
Livingston,,"3/15/2020, 11:00 AM",499,-10101041.54,3561580.815
Madison,,"3/15/2020, 11:00 AM",500,-10157391.47,3811637.433
Morehouse,,"3/15/2020, 11:00 AM",501,-10219329.63,3871499.856
Caddo,115,"3/26/2020, 11:00 AM",502,-10450952.09,3839827.799
Calcasieu,15,"3/26/2020, 11:00 AM",503,-10392565.02,3533072.576
Caldwell,,"3/26/2020, 11:00 AM",504,-10254373.01,3775449.626
Cameron,,"3/26/2020, 11:00 AM",505,-10370134.14,3493112.752
Catahoula,1,"3/26/2020, 11:00 AM",506,-10230428.18,3715327.443
Claiborne,2,"3/26/2020, 11:00 AM",507,-10352233.97,3871825.723
Concordia,,"3/26/2020, 11:00 AM",508,-10201318.14,3690859.394
De Soto,11,"3/26/2020, 11:00 AM",509,-10434577,3770825.301
East Baton Rouge,105,"3/26/2020, 11:00 AM",510,-10140715.81,3572952.045
East Carroll,,"3/26/2020, 11:00 AM",511,-10156233.74,3859896.395
East Feliciana,4,"3/26/2020, 11:00 AM",512,-10135138.7,3612660.396
Evangeline,2,"3/26/2020, 11:00 AM",513,-10286577.73,3597627.731
Franklin,,"3/26/2020, 11:00 AM",514,-10205069.6,3780849.991
Grant,1,"3/26/2020, 11:00 AM",515,-10303676.41,3710901.191
Iberia,3,"3/26/2020, 11:00 AM",516,-10213919.5,3499442.345
Iberville,17,"3/26/2020, 11:00 AM",517,-10170170.94,3531648.979
Jackson,1,"3/26/2020, 11:00 AM",518,-10303487.16,3803043.454
Jefferson,458,"3/26/2020, 11:00 AM",519,-10033014.2,3468945.983
Jefferson Davis,1,"3/26/2020, 11:00 AM",520,-10332018.35,3538039.026
La Salle,1,"3/26/2020, 11:00 AM",521,-10259259.93,3720999.218
Lafayette,28,"3/26/2020, 11:00 AM",522,-10248506.47,3530168.865
Lafourche,28,"3/26/2020, 11:00 AM",523,-10067322.87,3448429.516
Lincoln,3,"3/26/2020, 11:00 AM",524,-10315398.35,3842561.46
Livingston,11,"3/26/2020, 11:00 AM",525,-10101041.54,3561580.815
Madison,1,"3/26/2020, 11:00 AM",526,-10157391.47,3811637.433
Morehouse,3,"3/26/2020, 11:00 AM",527,-10219329.63,3871499.856
Natchitoches,2,"3/26/2020, 11:00 AM",528,-10363432.71,3727167.025
Orleans,997,"3/26/2020, 11:00 AM",529,-10005685.26,3512320.62
Ouachita,19,"3/26/2020, 11:00 AM",530,-10258625.41,3826287.704
Out of State,0,"3/26/2020, 11:00 AM",531,0,0
Parish Under Investigation,13,"3/26/2020, 11:00 AM",532,0,0
Plaquemines,13,"3/26/2020, 11:00 AM",533,-10001555.31,3456784.848
Pointe Coupee,1,"3/26/2020, 11:00 AM",534,-10193113.89,3581957.375
Rapides,25,"3/26/2020, 11:00 AM",535,-10300748.71,3658620.138
Red River,,"3/26/2020, 11:00 AM",536,-10390550.14,3775561.315
Richland,1,"3/26/2020, 11:00 AM",537,-10211648.59,3824147.526
