Parish,Cases,DateTime,FID,x,y
Sabine,,"3/26/2020, 11:00 AM",538,-10411411.41,3707251.332
St. Bernard,28,"3/26/2020, 11:00 AM",539,-9993785.21,3485216.395
St. Charles,22,"3/26/2020, 11:00 AM",540,-10059096.35,3488646.539
St. Helena,,"3/26/2020, 11:00 AM",541,-10097824.41,3609672.115
St. James,29,"3/26/2020, 11:00 AM",542,-10107397.88,3506939.912
St. John the Baptist,38,"3/26/2020, 11:00 AM",543,-10079623.67,3513462.898
St. Landry,5,"3/26/2020, 11:00 AM",544,-10242038.81,3580798.537
St. Martin,3,"3/26/2020, 11:00 AM",545,-10210980.67,3532937.295
St. Mary,5,"3/26/2020, 11:00 AM",546,-10180345.54,3468099.931
St. Tammany,89,"3/26/2020, 11:00 AM",547,-10011930.29,3561118.535
Tangipahoa,7,"3/26/2020, 11:00 AM",548,-10064617.8,3586895.275
Tensas,,"3/26/2020, 11:00 AM",549,-10167922.29,3763563.972
Terrebonne,21,"3/26/2020, 11:00 AM",550,-10113097.44,3431495.998
Union,2,"3/26/2020, 11:00 AM",551,-10283126.83,3873039.193
Vermilion,1,"3/26/2020, 11:00 AM",552,-10277416.14,3483772.466
Vernon,2,"3/26/2020, 11:00 AM",553,-10373206.56,3646859.666
Washington,6,"3/26/2020, 11:00 AM",554,-10023262.61,3613735.316
Webster,8,"3/26/2020, 11:00 AM",555,-10390004.67,3857402.163
West Baton Rouge,8,"3/26/2020, 11:00 AM",556,-10164894.4,3563268.667
West Carroll,,"3/26/2020, 11:00 AM",557,-10180913.27,3867302.808
West Feliciana,,"3/26/2020, 11:00 AM",558,-10176004.08,3616641.565
Winn,1,"3/26/2020, 11:00 AM",559,-10312270.27,3756026.281
Acadia,8,"3/27/2020, 11:00 AM",560,-10287256.78,3540974.193
Allen,5,"3/27/2020, 11:00 AM",561,-10333543.43,3587782.932
Ascension,90,"3/27/2020, 11:00 AM",562,-10120199.62,3529750.239
Assumption,8,"3/27/2020, 11:00 AM",563,-10137042.26,3490821.665
Avoyelles,10,"3/27/2020, 11:00 AM",564,-10241549,3642689.415
Beauregard,4,"3/27/2020, 11:00 AM",565,-10390928.62,3587216.17
Bienville,1,"3/27/2020, 11:00 AM",566,-10358946.54,3809003.115
Bossier,37,"3/27/2020, 11:00 AM",567,-10420083.2,3852857.003
Caddo,140,"3/27/2020, 11:00 AM",568,-10450952.09,3839827.799
Calcasieu,22,"3/27/2020, 11:00 AM",569,-10392565.02,3533072.576
Caldwell,,"3/27/2020, 11:00 AM",570,-10254373.01,3775449.626
Cameron,,"3/27/2020, 11:00 AM",571,-10370134.14,3493112.752
Catahoula,1,"3/27/2020, 11:00 AM",572,-10230428.18,3715327.443
Claiborne,3,"3/27/2020, 11:00 AM",573,-10352233.97,3871825.723
Concordia,,"3/27/2020, 11:00 AM",574,-10201318.14,3690859.394
De Soto,13,"3/27/2020, 11:00 AM",575,-10434577,3770825.301
East Baton Rouge,124,"3/27/2020, 11:00 AM",576,-10140715.81,3572952.045
East Carroll,,"3/27/2020, 11:00 AM",577,-10156233.74,3859896.395
