"","Date","Cases","Deaths"
"1089",2023-03-02,1570671,18738
"1090",2023-03-03,1570671,18738
"1091",2023-03-04,1570671,18738
"1092",2023-03-05,1570671,18738
"1093",2023-03-06,1570671,18738
"1094",2023-03-07,1570671,18738
"1095",2023-03-08,1573810,18766
"1096",2023-03-09,1573810,18766
"1097",2023-03-10,1573810,18766
"1098",2023-03-11,1573810,18766
"1099",2023-03-12,1573810,18766
"1100",2023-03-13,1573810,18766
"1101",2023-03-14,1573810,18766
"1102",2023-03-15,1576509,18801
"1103",2023-03-16,1576509,18801
"1104",2023-03-17,1576509,18801
"1105",2023-03-18,1576509,18801
"1106",2023-03-19,1576509,18801
"1107",2023-03-20,1576509,18801
"1108",2023-03-21,1576509,18801
"1109",2023-03-22,1580709,18835
"1110",2023-03-23,1580709,18835
