"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Date",1,766,NA,NA,NA,NA,NA,Inf,-Inf,-Inf,NA,NA,NA,NA,NA
"Cases",2,766,470070.2845953,362471.536042085,443069,433176.013029316,430808.7189,1,1234146,1234145,0.64965645412086,-0.480660548197391,13096.6289506261,159984.5,743199.75
"Deaths",3,766,9237.86553524804,4897.03753439446,10087,9320.9983713355,6590.157,0,17191,17191,-0.116547729947599,-1.10782859837992,176.9371582816,5298.25,14017.25
"DailyCases",4,766,1611.15665796345,3689.86518435216,569.5,882.723127035831,844.3407,-879,60797,61676,8.04998647231836,99.8222447661155,133.320248328914,133.75,1481.75
"Cases_ma",5,760,1623.18345864662,2349.05212512369,689.071428571428,1082.40178571429,535.3245,14.7142857142857,15428,15413.2857142857,3.30061117815267,12.2514819544053,85.2090763523843,434.285714285714,1956.10714285714
"DailyDeaths",6,766,22.4425587467363,24.5353945368369,16,18.6579804560261,23.7216,0,223,223,2.0644222294757,8.05608127442121,0.886499839173197,4,34
"Deaths_ma",7,760,22.6058270676692,15.7361934583558,18.3571428571429,20.8451597744361,16.4145,0.285714285714286,66,65.7142857142857,0.819519892284216,-0.252696314695611,0.570811731058683,9.82142857142857,33.8571428571429
