CrashDate,Crashes,Pedestrian,Bicycle,NonMotorist,Motorcycle,Fatal
12/25/2022,22,0,0,0,0,0
12/26/2022,37,0,0,0,0,0
12/27/2022,55,0,0,0,0,0
12/28/2022,39,0,1,1,0,1
12/29/2022,45,1,0,1,1,0
12/30/2022,56,0,1,1,0,0
12/31/2022,40,3,0,3,2,0
1/1/2023,33,1,0,1,0,1
1/2/2023,46,1,0,1,1,0
1/3/2023,46,1,0,2,0,0
1/4/2023,51,1,0,1,0,0
1/5/2023,56,0,0,1,0,0
1/6/2023,61,1,0,1,0,0
1/7/2023,40,0,0,0,1,0
1/8/2023,35,0,0,0,0,0
1/9/2023,58,0,0,0,1,0
1/10/2023,57,0,0,0,0,0
1/11/2023,45,1,0,1,0,2
1/12/2023,67,1,1,2,1,0
1/13/2023,59,1,0,1,0,0
1/14/2023,45,0,0,0,0,0
1/15/2023,26,1,0,1,0,1
1/16/2023,33,0,0,0,0,0
1/17/2023,56,0,0,0,0,0
1/18/2023,53,0,0,0,0,0
1/19/2023,72,1,1,2,1,1
1/20/2023,58,1,0,1,0,1
1/21/2023,56,0,1,1,0,1
1/22/2023,43,0,0,0,0,1
1/23/2023,57,0,0,0,0,0
1/24/2023,81,0,0,0,0,0
1/25/2023,52,0,0,0,0,0
1/26/2023,62,0,0,0,0,0
1/27/2023,56,0,1,1,0,0
1/28/2023,39,2,0,2,0,1
1/29/2023,49,0,0,0,0,0
1/30/2023,56,0,0,0,0,1
1/31/2023,50,0,0,0,0,0
2/1/2023,66,1,0,2,0,1
2/2/2023,55,0,0,0,1,0
2/3/2023,64,1,0,1,0,0
2/4/2023,59,1,0,1,0,1
2/5/2023,33,1,1,2,1,0
2/6/2023,53,0,0,0,0,2
2/7/2023,57,1,0,1,1,0
2/8/2023,57,0,0,0,1,1
2/9/2023,67,1,0,1,0,0
2/10/2023,52,0,0,0,0,0
2/11/2023,39,0,1,1,0,0
2/12/2023,31,1,0,1,1,0
2/13/2023,64,0,0,0,0,0
2/14/2023,85,0,0,2,0,0
2/15/2023,57,0,0,0,0,0
2/16/2023,82,1,0,1,0,0
2/17/2023,68,0,0,0,0,0
2/18/2023,56,0,0,0,0,0
2/19/2023,41,0,0,0,1,0
2/20/2023,38,1,0,1,0,0
2/21/2023,34,0,0,0,0,0
2/22/2023,53,0,0,0,1,0
2/23/2023,64,0,0,0,2,1
2/24/2023,71,2,1,3,0,0
2/25/2023,51,1,0,1,0,0
2/26/2023,38,0,1,1,0,2
2/27/2023,42,2,1,3,0,0
2/28/2023,72,1,0,1,0,0
3/1/2023,67,0,0,0,0,0
3/2/2023,60,1,1,2,0,0
3/3/2023,86,0,1,1,0,0
3/4/2023,42,0,0,0,0,0
3/5/2023,40,0,0,0,0,0
3/6/2023,63,1,0,1,0,0
3/7/2023,61,0,0,0,0,0
3/8/2023,78,0,0,0,1,0
3/9/2023,69,0,0,0,2,1
3/10/2023,82,2,1,4,1,0
3/11/2023,44,0,0,0,0,0
3/12/2023,45,1,0,2,0,1
3/13/2023,61,2,0,3,0,1
3/14/2023,57,0,0,0,0,0
3/15/2023,71,0,0,1,0,0
3/16/2023,64,1,0,1,0,0
3/17/2023,88,0,0,0,1,0
3/18/2023,53,1,0,1,2,1
3/19/2023,35,0,0,0,0,0
3/20/2023,58,1,0,1,0,0
3/21/2023,71,0,0,0,0,0
3/22/2023,69,0,1,1,0,0
3/23/2023,70,0,0,0,0,0
3/24/2023,66,1,0,1,0,0
3/25/2023,57,1,0,2,1,0
3/26/2023,25,0,0,0,0,0
3/27/2023,72,3,0,3,0,0
3/28/2023,70,0,0,0,0,0
3/29/2023,50,0,0,0,1,0
3/30/2023,65,1,1,2,0,0
3/31/2023,42,0,0,0,0,0
4/1/2023,50,0,0,1,2,1
4/2/2023,35,0,0,0,1,1
4/3/2023,67,0,0,0,0,0
4/4/2023,64,0,0,0,0,0
4/5/2023,76,0,0,0,1,0
4/6/2023,89,0,0,0,2,0
4/7/2023,52,0,0,0,0,0
4/8/2023,45,2,0,2,0,1
4/9/2023,33,2,0,2,0,1
4/10/2023,44,0,0,0,0,0
4/11/2023,38,1,0,1,0,0
4/12/2023,38,1,0,1,0,0
4/13/2023,42,0,0,0,0,0
4/14/2023,69,1,0,1,1,0
4/15/2023,38,0,1,1,0,0
4/16/2023,45,0,0,0,0,0
4/17/2023,55,0,0,0,0,0
4/18/2023,60,1,0,1,0,1
4/19/2023,53,0,0,2,0,0
4/20/2023,75,0,0,0,1,0
4/21/2023,75,0,0,0,0,0
4/22/2023,57,2,0,2,0,0
4/23/2023,32,0,1,2,1,0
4/24/2023,49,0,0,0,1,0
4/25/2023,69,1,1,2,0,0
4/26/2023,58,0,0,0,1,0
4/27/2023,89,1,0,1,1,1
4/28/2023,78,0,0,0,1,0
4/29/2023,51,0,0,0,1,0
4/30/2023,47,0,0,0,0,0
5/1/2023,53,0,1,1,3,0
5/2/2023,81,0,2,2,1,0
5/3/2023,61,1,0,1,0,0
5/4/2023,72,0,0,0,0,0
5/5/2023,96,1,0,1,1,1
5/6/2023,62,0,0,0,0,0
5/7/2023,36,0,1,1,1,1
5/8/2023,63,1,0,1,1,0
5/9/2023,70,0,0,1,0,0
5/10/2023,57,0,2,2,0,0
5/11/2023,64,1,0,1,0,0
5/12/2023,70,0,0,0,0,0
5/13/2023,62,1,0,1,0,0
5/14/2023,44,0,0,0,0,0
5/15/2023,59,0,1,1,1,0
5/16/2023,59,0,0,0,0,0
5/17/2023,63,0,0,0,0,0
5/18/2023,69,0,1,1,1,0
5/19/2023,67,0,1,1,1,0
5/20/2023,48,0,1,1,0,0
5/21/2023,23,0,0,0,0,0
5/22/2023,57,0,0,0,0,0
5/23/2023,61,0,0,0,0,0
5/24/2023,51,0,0,0,0,0
5/25/2023,49,0,1,1,2,0
5/26/2023,54,0,1,1,3,0
5/27/2023,50,0,0,0,1,0
5/28/2023,29,0,0,0,1,0
5/29/2023,38,0,0,0,1,1
5/30/2023,60,0,0,0,1,0
5/31/2023,50,0,0,0,0,0
6/1/2023,58,0,0,0,0,0
6/2/2023,53,0,0,0,0,0
6/3/2023,45,2,0,2,2,0
6/4/2023,32,0,0,0,0,0
6/5/2023,47,0,0,0,0,0
6/6/2023,53,0,0,0,0,0
6/7/2023,59,1,2,3,1,0
6/8/2023,57,1,1,2,0,0
6/9/2023,58,0,0,0,1,0
6/10/2023,35,0,0,0,0,0
6/11/2023,37,0,0,0,0,1
6/12/2023,43,1,0,1,0,1
6/13/2023,55,1,0,1,0,0
6/14/2023,39,0,0,0,0,0
6/15/2023,71,0,0,0,1,0
6/16/2023,57,0,0,0,1,0
6/17/2023,40,0,0,0,2,0
6/18/2023,33,0,0,0,0,0
6/19/2023,52,0,0,0,0,0
6/20/2023,45,0,0,0,0,0
6/21/2023,67,1,0,1,1,1
6/22/2023,55,0,0,0,0,0
6/23/2023,56,0,0,0,0,0
6/24/2023,45,1,0,1,1,0
6/25/2023,42,1,0,2,0,0
6/26/2023,52,0,2,2,0,0
6/27/2023,65,0,0,0,1,0
6/28/2023,55,0,0,0,2,0
6/29/2023,59,0,1,1,0,0
6/30/2023,50,0,0,0,1,0
7/1/2023,35,0,0,0,1,0
7/2/2023,31,1,1,2,3,1
7/3/2023,43,0,0,0,1,0
7/4/2023,39,1,0,1,0,1
7/5/2023,48,0,0,0,1,0
7/6/2023,53,1,0,1,0,0
7/7/2023,46,2,0,2,0,0
7/8/2023,41,1,0,1,0,1
7/9/2023,20,0,0,0,0,0
7/10/2023,48,0,0,0,1,0
7/11/2023,46,0,0,0,1,0
7/12/2023,46,1,0,1,0,1
7/13/2023,49,0,1,1,0,0
7/14/2023,59,1,0,1,1,0
7/15/2023,43,1,0,1,1,0
7/16/2023,42,0,0,0,0,1
7/17/2023,59,0,0,0,1,0
7/18/2023,44,0,1,1,0,0
7/19/2023,52,0,0,0,0,0
7/20/2023,55,0,1,1,0,0
7/21/2023,53,0,0,0,0,0
7/22/2023,42,0,0,0,0,0
7/23/2023,19,0,0,0,2,0
7/24/2023,32,0,0,0,0,0
7/25/2023,41,0,0,0,0,0
7/26/2023,57,0,0,0,0,1
7/27/2023,46,0,0,0,0,0
7/28/2023,52,0,0,0,0,0
7/29/2023,42,3,0,3,0,0
7/30/2023,28,0,0,1,0,0
7/31/2023,50,0,0,0,0,0
8/1/2023,59,0,0,0,0,0
8/2/2023,60,1,0,1,0,0
8/3/2023,72,1,0,2,1,0
8/4/2023,79,1,0,1,0,0
8/5/2023,45,0,1,1,0,0
8/6/2023,38,2,1,3,0,0
8/7/2023,64,1,0,1,0,0
8/8/2023,49,0,0,0,0,0
8/9/2023,66,0,1,1,2,0
8/10/2023,55,0,0,0,0,0
8/11/2023,79,0,0,0,4,0
8/12/2023,36,0,1,1,1,0
8/13/2023,40,0,0,0,0,0
8/14/2023,68,1,0,2,0,0
8/15/2023,57,1,0,1,0,0
8/16/2023,53,1,0,1,0,1
8/17/2023,68,0,0,0,1,0
8/18/2023,63,0,0,0,0,0
8/19/2023,40,0,0,0,2,0
8/20/2023,37,0,0,0,1,1
8/21/2023,66,1,0,1,0,0
8/22/2023,68,2,1,4,0,1
8/23/2023,61,0,0,0,0,0
8/24/2023,66,2,0,2,0,0
8/25/2023,76,0,0,0,0,0
8/26/2023,45,0,0,0,0,0
8/27/2023,39,0,0,0,0,0
8/28/2023,71,0,0,0,0,0
8/29/2023,76,0,0,1,2,0
8/30/2023,54,0,0,0,0,0
8/31/2023,70,0,0,0,1,0
9/1/2023,63,1,0,1,0,0
9/2/2023,38,0,0,0,0,0
9/3/2023,35,0,0,0,3,1
9/4/2023,29,0,0,0,0,0
9/5/2023,78,1,0,1,1,0
9/6/2023,63,0,0,0,1,0
9/7/2023,73,1,0,1,0,0
9/8/2023,73,1,0,1,0,1
9/9/2023,88,3,0,3,0,0
9/10/2023,51,1,0,1,0,0
9/11/2023,61,0,1,1,0,0
9/12/2023,67,0,1,1,0,0
9/13/2023,76,0,0,0,1,1
9/14/2023,60,0,0,0,0,1
9/15/2023,64,1,1,2,0,0
9/16/2023,44,0,0,0,0,1
9/17/2023,30,0,0,0,1,0
9/18/2023,75,0,0,0,0,0
9/19/2023,59,1,0,1,0,0
9/20/2023,63,1,0,1,0,0
9/21/2023,55,1,0,1,2,0
9/22/2023,78,0,0,0,0,0
9/23/2023,48,0,0,0,1,1
9/24/2023,31,0,0,0,0,0
9/25/2023,51,3,0,3,0,0
9/26/2023,75,1,0,1,0,0
9/27/2023,72,0,0,0,0,0
9/28/2023,68,1,2,3,0,0
9/29/2023,82,1,1,2,0,1
9/30/2023,52,2,1,3,0,1
10/1/2023,39,1,1,2,1,0
10/2/2023,70,1,2,3,0,0
10/3/2023,54,0,1,1,0,0
10/4/2023,64,0,1,1,0,0
10/5/2023,75,1,1,2,1,1
10/6/2023,63,1,0,1,2,0
10/7/2023,45,0,0,0,0,0
10/8/2023,27,0,0,0,1,0
10/9/2023,40,0,0,0,0,0
10/10/2023,60,0,0,0,0,0
10/11/2023,117,2,0,2,0,0
10/12/2023,62,1,0,1,1,0
10/13/2023,82,0,0,0,1,0
10/14/2023,73,2,0,2,3,0
10/15/2023,32,0,0,0,0,0
10/16/2023,55,1,1,2,0,0
10/17/2023,65,0,0,0,2,0
10/18/2023,77,0,0,0,0,0
10/19/2023,60,0,0,0,0,0
10/20/2023,90,0,0,0,0,1
10/21/2023,50,2,1,3,0,0
10/22/2023,40,0,0,0,1,1
10/23/2023,61,0,1,1,0,0
10/24/2023,74,1,0,1,0,0
10/25/2023,72,1,0,1,0,0
10/26/2023,63,0,1,1,0,0
10/27/2023,73,0,0,0,2,1
10/28/2023,39,0,0,0,0,0
10/29/2023,39,0,0,0,1,0
10/30/2023,46,0,0,0,0,0
10/31/2023,50,1,0,2,0,0
11/1/2023,77,0,0,0,0,0
11/2/2023,76,0,0,0,0,0
11/3/2023,62,0,1,1,0,1
11/4/2023,42,0,1,1,0,0
11/5/2023,46,0,0,0,2,0
11/6/2023,54,2,1,3,0,0
11/7/2023,69,0,1,1,0,0
11/8/2023,62,0,0,0,0,0
11/9/2023,72,1,1,2,0,0
11/10/2023,71,0,0,0,0,0
11/11/2023,44,1,0,1,0,0
11/12/2023,32,1,1,2,1,0
11/13/2023,92,0,1,1,0,1
11/14/2023,91,0,0,0,0,0
11/15/2023,70,1,1,2,1,0
11/16/2023,75,0,0,0,2,1
11/17/2023,59,0,1,1,0,0
11/18/2023,43,0,0,0,1,0
11/19/2023,38,0,0,0,1,0
11/20/2023,69,0,0,0,0,1
11/21/2023,68,1,1,2,0,0
11/22/2023,70,0,0,0,0,0
11/23/2023,32,0,0,0,0,0
11/24/2023,40,0,0,0,0,0
11/25/2023,38,0,0,0,0,0
11/26/2023,42,0,0,0,1,0
11/27/2023,54,0,1,1,0,0
11/28/2023,64,1,0,1,1,2
11/29/2023,48,0,0,0,2,0
11/30/2023,93,0,0,0,0,0
12/1/2023,102,0,0,0,0,1
12/2/2023,54,1,2,3,0,3
12/3/2023,25,0,0,0,1,0
12/4/2023,74,0,0,0,0,0
12/5/2023,57,0,0,0,0,1
12/6/2023,71,0,0,0,0,0
12/7/2023,59,0,0,0,1,0
12/8/2023,88,2,0,2,0,0
12/9/2023,69,1,1,2,0,0
12/10/2023,32,0,0,0,0,0
12/11/2023,66,0,0,0,1,0
12/12/2023,50,0,0,0,0,0
12/13/2023,58,1,0,1,0,0
12/14/2023,82,0,0,0,0,0
12/15/2023,80,1,0,1,1,0
12/16/2023,45,0,0,0,0,0
12/17/2023,34,0,0,0,0,0
12/18/2023,63,2,0,2,1,1
12/19/2023,57,0,1,1,0,0
12/20/2023,60,0,1,1,0,0
12/21/2023,59,1,1,2,0,0
12/22/2023,72,0,0,0,1,0
12/23/2023,39,0,0,0,0,0
12/24/2023,55,0,0,0,0,1
12/25/2023,23,1,0,1,0,0
12/26/2023,36,0,0,0,1,0
12/27/2023,45,0,0,0,0,0
12/28/2023,36,0,0,0,0,0
12/29/2023,58,0,0,0,2,1
12/30/2023,38,0,0,0,1,0
12/31/2023,30,0,0,0,0,0
